cz,czname,pop2000,fips,statename,stateabbrv,le_agg_v1_F,le_raceadj_v1_F,le_agg_v2_F,le_raceadj_v2_F,le_agg_v3_F,le_raceadj_v3_F,le_agg_v4_F,le_raceadj_v4_F,le_agg_v5_F,le_raceadj_v5_F,le_agg_v6_F,le_raceadj_v6_F,le_agg_v7_F,le_raceadj_v7_F,le_agg_v8_F,le_raceadj_v8_F,le_agg_v9_F,le_raceadj_v9_F,le_agg_v10_F,le_raceadj_v10_F,le_agg_v11_F,le_raceadj_v11_F,le_agg_v12_F,le_raceadj_v12_F,le_agg_v13_F,le_raceadj_v13_F,le_agg_v14_F,le_raceadj_v14_F,le_agg_v15_F,le_raceadj_v15_F,le_agg_v16_F,le_raceadj_v16_F,le_agg_v17_F,le_raceadj_v17_F,le_agg_v18_F,le_raceadj_v18_F,le_agg_v19_F,le_raceadj_v19_F,le_agg_v20_F,le_raceadj_v20_F,le_agg_v1_M,le_raceadj_v1_M,le_agg_v2_M,le_raceadj_v2_M,le_agg_v3_M,le_raceadj_v3_M,le_agg_v4_M,le_raceadj_v4_M,le_agg_v5_M,le_raceadj_v5_M,le_agg_v6_M,le_raceadj_v6_M,le_agg_v7_M,le_raceadj_v7_M,le_agg_v8_M,le_raceadj_v8_M,le_agg_v9_M,le_raceadj_v9_M,le_agg_v10_M,le_raceadj_v10_M,le_agg_v11_M,le_raceadj_v11_M,le_agg_v12_M,le_raceadj_v12_M,le_agg_v13_M,le_raceadj_v13_M,le_agg_v14_M,le_raceadj_v14_M,le_agg_v15_M,le_raceadj_v15_M,le_agg_v16_M,le_raceadj_v16_M,le_agg_v17_M,le_raceadj_v17_M,le_agg_v18_M,le_raceadj_v18_M,le_agg_v19_M,le_raceadj_v19_M,le_agg_v20_M,le_raceadj_v20_M,sd_le_agg_v1_F,sd_le_raceadj_v1_F,sd_le_agg_v2_F,sd_le_raceadj_v2_F,sd_le_agg_v3_F,sd_le_raceadj_v3_F,sd_le_agg_v4_F,sd_le_raceadj_v4_F,sd_le_agg_v5_F,sd_le_raceadj_v5_F,sd_le_agg_v6_F,sd_le_raceadj_v6_F,sd_le_agg_v7_F,sd_le_raceadj_v7_F,sd_le_agg_v8_F,sd_le_raceadj_v8_F,sd_le_agg_v9_F,sd_le_raceadj_v9_F,sd_le_agg_v10_F,sd_le_raceadj_v10_F,sd_le_agg_v11_F,sd_le_raceadj_v11_F,sd_le_agg_v12_F,sd_le_raceadj_v12_F,sd_le_agg_v13_F,sd_le_raceadj_v13_F,sd_le_agg_v14_F,sd_le_raceadj_v14_F,sd_le_agg_v15_F,sd_le_raceadj_v15_F,sd_le_agg_v16_F,sd_le_raceadj_v16_F,sd_le_agg_v17_F,sd_le_raceadj_v17_F,sd_le_agg_v18_F,sd_le_raceadj_v18_F,sd_le_agg_v19_F,sd_le_raceadj_v19_F,sd_le_agg_v20_F,sd_le_raceadj_v20_F,sd_le_agg_v1_M,sd_le_raceadj_v1_M,sd_le_agg_v2_M,sd_le_raceadj_v2_M,sd_le_agg_v3_M,sd_le_raceadj_v3_M,sd_le_agg_v4_M,sd_le_raceadj_v4_M,sd_le_agg_v5_M,sd_le_raceadj_v5_M,sd_le_agg_v6_M,sd_le_raceadj_v6_M,sd_le_agg_v7_M,sd_le_raceadj_v7_M,sd_le_agg_v8_M,sd_le_raceadj_v8_M,sd_le_agg_v9_M,sd_le_raceadj_v9_M,sd_le_agg_v10_M,sd_le_raceadj_v10_M,sd_le_agg_v11_M,sd_le_raceadj_v11_M,sd_le_agg_v12_M,sd_le_raceadj_v12_M,sd_le_agg_v13_M,sd_le_raceadj_v13_M,sd_le_agg_v14_M,sd_le_raceadj_v14_M,sd_le_agg_v15_M,sd_le_raceadj_v15_M,sd_le_agg_v16_M,sd_le_raceadj_v16_M,sd_le_agg_v17_M,sd_le_raceadj_v17_M,sd_le_agg_v18_M,sd_le_raceadj_v18_M,sd_le_agg_v19_M,sd_le_raceadj_v19_M,sd_le_agg_v20_M,sd_le_raceadj_v20_M,count_v1_F,count_v2_F,count_v3_F,count_v4_F,count_v5_F,count_v6_F,count_v7_F,count_v8_F,count_v9_F,count_v10_F,count_v11_F,count_v12_F,count_v13_F,count_v14_F,count_v15_F,count_v16_F,count_v17_F,count_v18_F,count_v19_F,count_v20_F,count_v1_M,count_v2_M,count_v3_M,count_v4_M,count_v5_M,count_v6_M,count_v7_M,count_v8_M,count_v9_M,count_v10_M,count_v11_M,count_v12_M,count_v13_M,count_v14_M,count_v15_M,count_v16_M,count_v17_M,count_v18_M,count_v19_M,count_v20_M
34102,"Anchorage",369296,2,"Alaska","AK",80.54955,80.0116,81.80482,81.46461,82.99509,82.8599,82.12904,81.95816,82.71834,81.90128,84.03153,83.87417,84.10616,84.25455,83.91093,83.78248,84.17973,83.95795,83.86884,83.64761,85.48495,85.30074,86.13654,86.01572,85.42537,85.04229,85.47253,85.01431,87.80589,87.45558,85.66391,85.29009,87.902,87.71579,88.00303,88.06615,87.43441,87.62212,88.91025,89.0692,72.87401,72.82803,76.09699,76.06853,77.55927,77.75896,76.97501,77.16478,77.0932,76.95866,79.19023,79.36948,79.74501,80.02647,80.82918,81.02654,81.73522,81.87894,81.17226,81.40048,81.40565,81.59685,82.83965,82.96306,82.55804,82.61383,84.45088,84.4551,83.26507,83.30736,83.89481,83.93505,86.37225,86.43837,86.46971,86.65269,87.06752,87.2851,87.91003,88.08219,.7989246,.8062814,1.131033,1.119324,1.097708,1.081351,1.236899,1.215336,1.228744,1.230864,1.131119,1.112932,1.080376,1.041266,1.099513,1.092843,1.05183,1.045244,1.071589,1.070538,.930418,.9302137,.8674885,.8635292,.9771972,.9953568,.9053045,.9347194,.8826141,.9167014,.8878993,.909166,.9141791,.9261903,.8100269,.7885815,.9362982,.900274,.9994123,.9572863,.6319817,.6213486,.7448398,.7275864,.8661255,.849171,.8289322,.8177986,.8579785,.8464399,.9033613,.8832683,.878782,.8501757,.9174472,.8932016,.8696658,.8467234,.9393805,.9183314,.9121401,.894376,.8468506,.8240488,.8915021,.875669,.848449,.837299,.8775068,.8614494,.8242749,.812502,.7236442,.7077312,.69008,.6639087,.7230684,.6895824,.7681929,.7323587,38145,31593,29959,31106,34561,38771,41887,44652,47814,48090,49748,50848,52426,55429,60379,66378,72705,78109,74371,56879,39462,37298,33933,34650,36246,37485,39765,44045,47048,49489,51736,54247,57034,61657,66049,71526,77478,80723,73612,54518
34701,"Honolulu",876156,15,"Hawaii","HI",82.92322,78.76151,84.2258,80.2021,83.99051,79.83495,85.94674,82.18385,84.70302,80.33617,86.22492,82.0489,86.94058,82.98982,85.98302,81.85947,84.83957,80.6693,86.96636,83.26304,85.82625,81.68712,86.7888,82.75093,86.48165,82.41328,85.9589,81.81039,87.75617,83.88347,88.48214,84.79802,87.67197,83.75197,89.06792,85.82996,89.40382,86.13097,90.08357,87.68053,77.27586,74.70831,77.69724,75.32093,77.48351,75.18281,78.73664,76.41992,79.60403,77.07671,80.08842,77.55632,80.9772,78.55888,81.46584,79.20417,81.98673,79.94601,81.14145,79.13144,82.79131,80.74429,83.10187,81.02353,82.6044,80.54124,83.26574,81.29455,84.67098,82.6923,84.92605,82.97545,85.08212,83.2132,86.22731,84.63942,87.01876,85.42129,88.4239,87.35956,.5722137,.9805858,.645219,1.066413,.6591492,1.061893,.6214974,1.116351,.7154368,1.132831,.6070256,1.154006,.5797182,1.149312,.6390069,1.103931,.7358683,1.151857,.6243429,1.158132,.7197291,1.18905,.694648,1.243776,.716936,1.221799,.7167959,1.151078,.6887205,1.283825,.6092237,1.207646,.652734,1.211939,.5363739,1.095442,.5701414,1.1899,.6270165,1.170433,.4871722,.6634179,.5279543,.7022191,.5298933,.7160388,.5726463,.7676653,.5302234,.758427,.5519055,.8097126,.6016182,.8351926,.6143266,.8691153,.6290147,.84714,.6140897,.8463603,.6202039,.858943,.6393837,.8895463,.6094263,.8537025,.6332458,.8996835,.5910901,.8686365,.6203855,.932056,.5732962,.8891214,.6070551,.8413505,.6412514,.9129342,.6301383,.7925924,93579,83281,83234,87589,97325,106521,110428,110773,108842,108745,108054,108251,112007,114596,120664,127264,132025,129621,113357,85952,85151,83549,83892,88394,95587,97583,101081,103793,107441,109672,111144,113027,116449,119611,124300,127594,127696,121387,103526,78131
34901,"Albuquerque",755244,35,"New Mexico","NM",80.46571,78.03842,83.54521,81.5261,83.71686,82.14959,82.97741,81.33251,84.27987,82.75915,84.8697,83.56368,84.31261,83.16728,84.85301,83.54351,84.53203,83.12128,86.36365,85.16764,87.46962,86.56949,85.14873,84.25362,85.39469,84.56266,87.09875,86.3615,86.44412,85.88518,86.6273,86.19922,86.42057,86.04392,86.99287,86.76823,88.84415,88.57123,89.37846,89.11832,74.78436,72.44369,77.3081,75.2403,77.47577,75.82735,79.022,77.32272,78.02066,76.49805,80.31642,78.98453,80.10027,79.04202,80.72638,79.42564,81.55778,80.18121,81.89489,80.65225,82.56996,81.59161,84.31829,83.49576,84.08959,83.35175,84.76411,84.06832,84.90352,84.37921,84.48956,84.05841,85.5271,85.18273,85.79802,85.60505,86.35501,86.19254,87.20953,87.04408,.4839876,.555616,.5213834,.6160803,.629528,.6722142,.6511232,.7024739,.6389297,.7057983,.5967358,.6658765,.6461549,.6839566,.6572369,.7093384,.7165599,.7739227,.6496012,.7166719,.6360348,.686898,.7865049,.825172,.7711702,.8013125,.6903727,.7222559,.7822454,.7936417,.8245592,.8306785,.8561171,.8598332,.8026287,.8028131,.6512508,.660677,.7350416,.7499927,.4118239,.4415662,.4475907,.482553,.455039,.47228,.5388662,.5558019,.5416875,.5387718,.5720615,.586511,.6039918,.6007481,.6138913,.6334503,.6460512,.6777744,.6277721,.6520731,.6573179,.6733777,.6574051,.6930664,.6797352,.6974359,.6437731,.6683564,.6677741,.6862591,.6726764,.6727867,.6601538,.6706548,.7228028,.7207758,.7140628,.710457,.7725332,.7717469,108073,99226,100145,103007,105140,108862,109647,109122,104810,100169,96500,95134,94413,94737,94203,93175,94028,94998,90913,69423,101987,95225,94738,98213,97560,96031,95638,93173,90718,89153,88889,89036,90094,90621,89452,89910,89828,90890,83599,62306
35001,"Phoenix",3303211,4,"Arizona","AZ",80.72705,80.1195,81.67586,81.201,82.40434,81.93843,82.66645,82.39616,83.2641,83.03761,83.95128,83.72707,84.45402,84.24131,83.91876,83.72808,84.96654,84.79543,85.82436,85.60227,85.16954,85.011,85.64021,85.55157,85.66292,85.57865,86.14952,86.06745,86.64575,86.59849,86.63978,86.62538,86.82111,86.842,87.46231,87.49944,88.55479,88.57184,88.70303,88.79636,75.00813,74.51163,76.88565,76.4098,77.37785,76.92841,78.17612,77.90644,78.28835,78.08095,78.67422,78.47761,80.12637,79.93037,80.21592,80.09334,80.20483,80.09568,81.54141,81.38203,82.03385,81.8965,81.83253,81.79076,82.71072,82.68155,83.51314,83.48347,83.48561,83.51902,84.27097,84.32787,84.35851,84.45069,85.10876,85.23024,85.75378,85.86897,87.08458,87.24104,.279748,.2802902,.3173891,.314677,.3389596,.3347509,.3294718,.324684,.3362556,.3304029,.3491084,.3420521,.3481946,.3445604,.3492601,.3457662,.3457125,.3424204,.3157823,.3109168,.3588061,.3548764,.3440286,.3391224,.3470778,.3445387,.3677492,.3623705,.3686098,.3630265,.3561831,.3504744,.3854221,.3777504,.3714885,.3641423,.3363551,.3320354,.3329386,.320875,.226066,.2252641,.2458896,.2422806,.2544607,.252454,.2719609,.2674266,.2776141,.2751721,.2829199,.2788332,.2999331,.2960882,.3299593,.3242299,.3157668,.3106509,.3287657,.3228709,.3142419,.3108926,.3280433,.323267,.3493717,.3436906,.3382436,.33273,.3458278,.3410641,.347607,.3394035,.3418827,.3339859,.3536009,.344714,.3435692,.3349346,.3206905,.3074487,358701,344063,347821,365580,387218,406846,423594,428941,423527,413090,401792,398682,398105,401880,407217,413137,424084,428514,428878,417215,369859,363856,367851,376222,377701,382960,387883,388162,381710,374573,373167,373808,378384,385141,395804,403368,413164,417758,419722,408176
35100,"Tucson",999882,4,"Arizona","AZ",82.20983,80.99763,82.90765,81.93738,82.4221,81.42321,83.38693,82.23904,83.75233,82.91467,83.2782,82.61012,84.86282,84.30164,85.48399,84.86949,84.67185,84.06834,85.54726,85.01008,85.59775,85.27186,86.34497,86.1493,86.44149,86.21646,84.81478,84.65308,86.52411,86.32185,87.34642,87.12275,87.10934,86.94321,87.53461,87.48331,88.4226,88.38784,89.48829,89.46095,75.10275,74.07359,77.00563,76.09282,77.44464,76.53623,79.9,78.84184,79.51106,78.83046,79.95254,79.42484,81.65842,81.17673,81.36555,80.86689,81.56804,81.08574,83.15535,82.74751,82.95115,82.69838,82.69674,82.57085,81.56307,81.45892,82.85803,82.72483,84.49443,84.39321,85.79606,85.67372,85.11101,85.04544,84.84412,84.90275,86.18356,86.24043,86.35628,86.4841,.4370564,.4569093,.5003731,.5130436,.5207231,.5317715,.5532057,.5829177,.5410248,.557855,.5893729,.5910576,.5564699,.5609787,.564574,.5758219,.6196926,.6212705,.5881549,.5921684,.6170948,.614488,.6086813,.5994189,.6048521,.6006776,.7240568,.7093397,.6918497,.6852432,.629337,.6310195,.7062919,.6978561,.6555397,.6387737,.6783314,.6604711,.613564,.600893,.3598045,.3593011,.3776408,.3794531,.4063621,.4070106,.4381129,.4434746,.4741522,.4672647,.4756779,.4728633,.5297979,.5320401,.5282541,.5271407,.5552176,.5564736,.5365061,.5375736,.5863313,.5809112,.5846455,.5772935,.597129,.589022,.5864027,.5753328,.639482,.6302138,.5801613,.5750012,.6247168,.6142569,.6886541,.6699735,.5984513,.5797293,.7035245,.6788076,132053,139658,141294,139898,136726,135487,134250,131967,126787,123365,119868,117588,117263,115479,114874,114073,111999,108423,103180,90257,125060,131762,138342,134616,126584,123468,121749,117966,114532,112520,110732,109630,109673,108355,108916,107005,103142,98871,92447,79170
35401,"Flagstaff",289883,4,"Arizona","AZ",83.65003,83.66338,83.05652,83.22655,83.55933,83.70634,82.33231,82.58569,82.12903,82.33353,82.05384,82.40384,84.30733,84.52039,86.03051,86.11703,86.90274,86.9435,86.02597,85.96651,86.32041,86.39808,86.6945,86.87115,86.58961,86.65636,85.14059,85.23589,88.38506,88.45509,88.87363,89.01449,87.59995,87.81271,86.56375,86.83646,87.31548,87.39348,88.15,88.26325,76.32493,76.48253,76.84083,77.03748,79.49072,79.59339,79.34534,79.53844,79.88831,80.01232,82.10548,82.26054,81.37142,81.61089,83.15694,83.30339,82.73731,82.81371,85.67399,85.63091,82.69493,82.84641,85.75027,85.88309,85.16048,85.2449,83.48963,83.60273,84.97958,85.11309,86.66702,86.81866,86.34698,86.50002,86.20703,86.40582,85.35258,85.53193,87.47372,87.57336,.6431448,.6202742,.7988107,.7658294,.8930239,.8607829,.9707704,.9369564,.9380966,.9128072,1.018962,.9846934,.9267642,.879723,.8595793,.8266753,.9376969,.9109104,.9111199,.8891806,1.098135,1.064179,.9953769,.9536474,1.041797,1.009909,1.207897,1.172434,.9576594,.9217617,1.002944,.9500288,1.181559,1.123166,1.307424,1.24028,1.459528,1.417442,1.318989,1.266459,.6002586,.5849835,.6544201,.6419664,.702615,.688239,.7082862,.6935415,.7791292,.7579645,.7475823,.7235259,.8729995,.8474017,.8593822,.8301117,.8625435,.8443885,.7485267,.7342709,.9746007,.9498659,.9083816,.8768766,.9501275,.9241647,1.046544,1.021705,.9810165,.9463229,1.012136,.9750153,.9964605,.9574698,1.054983,1.00417,1.298358,1.256291,1.034738,.9989124,48770,49395,47098,46500,46054,46713,45486,44658,41753,40684,40535,40015,39666,38151,35871,33908,31925,29569,26401,24737,44466,45423,44552,43491,42610,42112,41888,40192,38797,38001,37687,36735,35781,33307,31637,30027,27436,25432,22051,21018
35801,"Boise",493970,16,"Idaho","ID",81.81892,82.00836,82.56287,82.75816,83.59287,83.54288,83.05986,82.88413,84.88857,85.01151,84.02061,84.2008,85.52213,85.71748,84.50218,84.71458,87.06406,87.12027,85.99955,86.17182,86.55999,86.74162,88.54826,88.7023,84.07992,84.46653,87.10941,87.38614,86.37965,86.53644,86.77934,86.82906,87.72462,87.82578,88.78046,89.03632,89.98872,89.92542,88.75429,88.92023,76.53756,76.7015,76.34852,76.51934,78.42799,78.41968,78.38705,78.31364,81.17219,81.35979,81.47858,81.62856,81.74473,81.98964,83.47172,83.59954,82.23451,82.41608,82.28136,82.50449,83.22879,83.45505,83.64019,83.89487,85.5887,85.85637,84.00967,84.36571,85.06314,85.2585,85.07001,85.2103,87.05711,87.18074,87.97229,88.15862,87.13862,87.24292,87.82042,87.93952,.7651379,.7314641,.8228235,.7892782,.8291582,.8032542,.8437588,.8248257,.7888012,.7556191,.8819489,.8474589,.7901474,.7512296,.8729011,.8391749,.6788626,.6543306,.8799777,.8441818,.7944986,.7624103,.7808336,.7443227,1.004379,.9685307,.9970416,.9484106,1.106669,1.072466,1.094001,1.068365,1.106912,1.069968,1.115708,1.056331,1.001272,.9991261,1.150203,1.102057,.6204548,.6061161,.6417947,.6318768,.7039394,.6887926,.6843805,.6731774,.7330654,.7123806,.7273916,.704498,.7623699,.7364814,.7047948,.6845375,.7836165,.7642305,.8035417,.7841162,.8140012,.7884685,.8983614,.8700614,.8280643,.7938383,.9124584,.8793101,.8683381,.8385085,.9666902,.9428714,.905688,.8760142,.7762296,.7398835,1.109181,1.08004,.8622993,.8351938,53347,54438,57096,63248,66566,69169,68882,69833,72130,73207,73925,73636,71928,69755,67582,65427,62493,58801,53065,51330,49065,53358,57723,62115,65152,67489,68936,70736,71766,71775,72649,71506,70430,68251,66454,63435,60121,57027,51916,50161
36000,"Provo",389179,49,"Utah","UT",82.9164,82.67596,81.36703,81.6105,84.25854,84.56702,84.78114,84.58569,83.64433,83.39196,85.86978,86.05454,86.78236,86.8146,84.22421,84.31945,86.2541,86.19337,86.53419,86.72644,85.44193,85.73094,87.6359,87.76509,86.24055,86.47027,86.74348,86.99087,86.97382,87.1489,88.60284,88.64951,89.15274,89.25933,91.42664,91.50898,89.5948,89.73985,87.40448,87.5966,76.7736,76.65432,79.95684,79.90038,80.08607,80.26052,81.41225,81.27132,80.66224,80.4234,78.89206,79.23407,81.44334,81.59188,80.63589,80.71152,81.50633,81.58284,83.7015,83.98714,82.1805,82.5348,85.87853,85.99642,83.48988,83.74281,84.43613,84.71355,86.38469,86.55394,86.66092,86.7989,88.08728,88.23463,88.41906,88.64567,90.15806,90.25406,89.4621,89.52664,.9334178,.9025515,1.286364,1.234735,1.360624,1.28566,1.173737,1.146811,1.306098,1.278644,1.090654,1.025892,1.106527,1.060696,1.289987,1.2479,1.044406,1.024906,1.192881,1.144169,1.264529,1.208435,1.170271,1.125295,1.172852,1.12421,1.206856,1.154086,1.344031,1.29787,1.063966,1.035165,1.046091,1.002579,.6218713,.5844754,1.166232,1.111867,1.751652,1.691601,.8919562,.8681654,.9951206,.9628684,1.11566,1.075539,1.168217,1.145959,1.019931,1.006405,1.067215,1.045437,1.151943,1.120766,1.043371,1.018898,1.05693,1.036544,1.186214,1.150233,1.108475,1.079481,.9575971,.9282654,1.08812,1.058193,1.188136,1.146952,1.030351,.9976473,1.054302,1.020508,1.038332,.9985608,1.060149,1.001526,1.051993,1.007603,.8685836,.8446396,26203,25316,25365,26485,28102,29070,29699,31125,33780,37221,40808,42886,44947,45765,45263,44329,41023,36280,30283,29674,22631,22699,24262,25023,26682,27806,29635,32506,36303,39327,42321,44650,45839,46235,45692,43120,39505,34421,29335,29508
36100,"Salt Lake City",1426729,49,"Utah","UT",80.5079,80.13222,82.49167,82.20354,82.29855,82.09137,82.63239,82.56197,83.23888,83.10835,84.98901,84.9466,85.31975,85.0954,84.60719,84.38992,84.72202,84.60941,86.11579,86.03754,85.08167,85.01764,86.35864,86.28963,86.02451,86.05618,87.11137,87.15569,86.71091,86.79827,88.38589,88.43774,89.47213,89.51162,88.7207,88.81754,90.27998,90.33324,89.55708,89.68635,73.48734,73.2882,77.23351,77.05701,77.6728,77.42769,77.65376,77.59934,78.88939,78.77383,78.89101,78.94897,79.55609,79.42081,81.80032,81.64799,82.10334,82.10965,82.90313,82.93665,83.69475,83.71227,83.51706,83.57449,85.09055,85.14903,84.62513,84.7345,85.72521,85.82137,85.54246,85.69481,84.90428,85.10075,87.1253,87.26702,86.773,86.95198,89.02922,89.1655,.4909838,.4817263,.5401167,.531829,.5987098,.5827292,.6073605,.5887525,.5796612,.5638372,.5405551,.5246757,.5678232,.5630697,.5576993,.5497168,.5407116,.528425,.525264,.5163661,.5322239,.5212503,.4951316,.4876247,.5422961,.5291683,.5269268,.5137523,.5538791,.5388888,.4701337,.4589564,.4413953,.4288131,.5080177,.4925957,.4284357,.4124387,.5381429,.5159919,.3868817,.380495,.4608503,.4520064,.473737,.46519,.4624163,.4528339,.4893488,.4803337,.4810086,.4710051,.4613081,.4510799,.50163,.4945305,.4921483,.4816045,.5257049,.5157843,.504544,.4960252,.4917639,.4831957,.4370976,.4270812,.5118184,.4975159,.4438424,.4315324,.5152168,.5015338,.5806326,.5652173,.4955361,.4761708,.5392982,.5189726,.4836766,.4615349,114204,102445,105955,116737,128917,134713,139816,147347,156031,166145,174961,182001,188430,194978,198344,197352,191596,174407,153772,150895,113558,106428,109124,115940,123544,129051,140054,150534,161542,171057,179863,186685,194037,198473,198746,194061,183459,165466,148189,147735
36301,"Pocatello",269722,16,"Idaho","ID",79.08482,79.24884,81.55657,81.72462,82.15462,82.37589,81.76804,82.08078,83.95737,84.18185,85.13039,85.28753,83.55238,83.69775,85.44671,85.61552,85.62168,85.91331,84.56471,84.84315,87.12348,87.24316,88.04814,88.222,87.63822,87.74575,86.71873,86.81582,88.25275,88.39031,87.29157,87.56028,87.44863,87.72598,87.47681,87.76665,87.67456,88.01971,88.1816,88.24921,75.99855,76.07273,77.41497,77.46439,76.69047,76.88816,79.55365,79.8162,80.20245,80.35748,79.26617,79.4763,80.53963,80.61003,82.053,82.2215,83.0081,83.26657,81.1969,81.49539,83.24455,83.48132,81.75335,82.06569,85.44221,85.57423,84.58041,84.73177,86.62849,86.77965,85.80665,86.05353,85.10347,85.37038,87.91293,88.09959,87.22605,87.43926,88.43668,88.49333,1.056455,1.02169,1.137475,1.096149,1.041569,1.000039,1.151374,1.105445,1.144814,1.08891,1.159071,1.105629,1.197718,1.153701,1.168709,1.120035,1.242428,1.182378,1.23757,1.187908,1.00303,.9648588,1.143784,1.092319,1.101909,1.067513,1.161406,1.125659,1.17593,1.127153,1.483487,1.413951,1.505259,1.437265,1.471397,1.395087,1.779598,1.681988,1.990746,1.936009,.8964822,.8720832,.8824855,.8612871,.8363492,.8189976,1.021537,.9939967,.9785898,.9490052,.9694068,.9490127,1.003457,.9809582,1.006101,.9774527,.9560777,.9218394,1.061982,1.034972,1.155852,1.122944,1.026221,1.00353,.992186,.9619725,1.182161,1.15318,1.071417,1.036622,1.200541,1.154168,1.270158,1.226429,1.178718,1.122738,1.203228,1.141542,1.668021,1.623722,25981,26660,28257,28688,29100,29458,29714,30572,32318,33639,34216,34786,35392,35420,33953,31155,28139,23481,18424,14985,22026,24836,27698,28865,29417,30583,32076,33560,34841,34842,36171,36902,36204,35242,33341,29772,25847,21192,16714,13879
36800,"Medford",256995,41,"Oregon","OR",82.4287,82.55034,82.7102,82.93224,83.35486,83.51553,82.96889,83.06574,82.4507,82.62578,83.90268,84.2521,83.74569,84.0838,84.99132,85.24303,85.27209,85.52496,85.16545,85.45593,85.23418,85.48716,85.90711,86.13338,85.57691,85.86435,86.26279,86.55423,85.78643,86.13619,87.51012,87.8297,88.21275,88.45278,84.23064,84.67809,87.27811,87.40984,89.47021,89.53725,75.53394,75.76553,78.45807,78.67737,77.34707,77.54336,80.2453,80.42905,78.48863,78.73565,80.30986,80.68166,82.28346,82.52795,82.84101,83.09263,82.89875,83.18763,82.38296,82.71555,82.91075,83.25269,83.686,83.99718,83.27344,83.59489,85.27885,85.52641,88.13063,88.27494,86.15039,86.40473,86.20498,86.48856,86.24701,86.55729,87.66985,87.8453,87.89349,88.07738,.7114578,.6816394,.8334458,.8052827,.8720537,.8354515,.9176917,.8896101,.9908908,.958611,.9195099,.8724282,1.026526,.9797363,1.046782,.9986953,1.036782,.9926866,1.064694,1.016972,1.084589,1.040274,1.142888,1.096691,1.170932,1.125528,1.290711,1.233465,1.426107,1.3627,1.488786,1.415031,1.263636,1.191121,1.837434,1.778364,1.867317,1.807749,1.162201,1.125804,.6262882,.6137191,.6723624,.6530696,.7145972,.6993098,.783549,.7633139,.7810187,.7685736,.7989317,.7735111,.8237014,.7938328,.8615805,.8326584,1.020097,.9856721,.9446707,.9145128,.9841235,.9519233,1.126341,1.093212,1.223141,1.19135,1.184696,1.143449,.9057648,.8652079,1.199796,1.146311,1.318809,1.25507,1.421878,1.357827,1.271719,1.215085,1.50619,1.449552,46295,44802,43085,44015,42912,41593,40034,38743,38672,38370,38527,37106,34218,31576,29037,26101,23722,20681,18430,19187,40230,41847,40264,40308,39965,39398,39022,38504,37133,36337,34770,32916,30546,28112,25133,22837,20852,17961,16185,17029
37000,"Modesto",729182,6,"California","CA",82.5688,81.5483,82.69121,81.72992,82.55825,81.43171,83.91992,82.88001,83.0341,81.82965,84.30145,83.05029,83.61691,82.70039,83.75582,82.84975,84.71573,84.06201,84.62595,84.1123,83.32603,82.63445,83.87966,83.07282,85.57663,85.15508,86.5374,86.2412,85.68758,85.45882,86.67341,86.45535,89.25919,89.02914,88.31625,88.05484,86.71149,86.49061,88.29572,87.95464,77.49129,76.48977,78.48176,77.53286,80.22445,79.13513,80.21236,79.09982,80.15004,78.95992,79.73468,78.53119,81.08237,80.14962,80.85476,79.98598,81.10215,80.46204,82.74686,82.23159,82.22008,81.53986,83.03006,82.28328,83.34435,82.96691,82.40218,82.18756,84.72625,84.4856,82.97458,82.79493,85.46206,85.27704,85.4331,85.30155,86.47398,86.36781,85.75742,85.59095,.5322872,.5437702,.6057865,.6167206,.6439472,.6512837,.6723999,.6844731,.7197285,.7348555,.7521612,.7826998,.7713924,.7764425,.8047009,.8087563,.7758929,.7816005,.7651379,.7627221,.8146113,.8096657,.7967737,.8051915,.8028145,.8006759,.7470853,.7433044,.8808201,.8662347,.8563179,.8464338,.6889869,.6949021,.7859074,.7927173,1.04288,1.033319,.9751215,.9981245,.4659242,.4649588,.4634924,.4632359,.5096523,.5117006,.5372528,.5427638,.5862272,.588831,.6188774,.61705,.6628646,.6683342,.6383308,.6416953,.6424666,.6383884,.6878272,.6867073,.6511455,.6537505,.743973,.7446607,.7774309,.7715468,.788146,.7741597,.7379192,.7328407,.8713604,.8544263,.8365233,.8266084,.9174687,.9068601,.9427442,.931729,1.011667,.9981654,101873,98585,93029,90577,88247,87829,87334,87606,85993,84138,83309,83177,82316,79974,76742,73915,70335,65463,54346,40554,84255,95858,95212,94534,91907,90795,91144,91697,90165,87803,85460,83328,79944,77110,74264,69513,66577,61880,49413,36891
