cz,czname,pop2000,fips,statename,stateabbrv,le_agg_v1_F,le_raceadj_v1_F,le_agg_v2_F,le_raceadj_v2_F,le_agg_v3_F,le_raceadj_v3_F,le_agg_v4_F,le_raceadj_v4_F,le_agg_v5_F,le_raceadj_v5_F,le_agg_v6_F,le_raceadj_v6_F,le_agg_v7_F,le_raceadj_v7_F,le_agg_v8_F,le_raceadj_v8_F,le_agg_v9_F,le_raceadj_v9_F,le_agg_v10_F,le_raceadj_v10_F,le_agg_v11_F,le_raceadj_v11_F,le_agg_v12_F,le_raceadj_v12_F,le_agg_v13_F,le_raceadj_v13_F,le_agg_v14_F,le_raceadj_v14_F,le_agg_v15_F,le_raceadj_v15_F,le_agg_v16_F,le_raceadj_v16_F,le_agg_v17_F,le_raceadj_v17_F,le_agg_v18_F,le_raceadj_v18_F,le_agg_v19_F,le_raceadj_v19_F,le_agg_v20_F,le_raceadj_v20_F,le_agg_v1_M,le_raceadj_v1_M,le_agg_v2_M,le_raceadj_v2_M,le_agg_v3_M,le_raceadj_v3_M,le_agg_v4_M,le_raceadj_v4_M,le_agg_v5_M,le_raceadj_v5_M,le_agg_v6_M,le_raceadj_v6_M,le_agg_v7_M,le_raceadj_v7_M,le_agg_v8_M,le_raceadj_v8_M,le_agg_v9_M,le_raceadj_v9_M,le_agg_v10_M,le_raceadj_v10_M,le_agg_v11_M,le_raceadj_v11_M,le_agg_v12_M,le_raceadj_v12_M,le_agg_v13_M,le_raceadj_v13_M,le_agg_v14_M,le_raceadj_v14_M,le_agg_v15_M,le_raceadj_v15_M,le_agg_v16_M,le_raceadj_v16_M,le_agg_v17_M,le_raceadj_v17_M,le_agg_v18_M,le_raceadj_v18_M,le_agg_v19_M,le_raceadj_v19_M,le_agg_v20_M,le_raceadj_v20_M,sd_le_agg_v1_F,sd_le_raceadj_v1_F,sd_le_agg_v2_F,sd_le_raceadj_v2_F,sd_le_agg_v3_F,sd_le_raceadj_v3_F,sd_le_agg_v4_F,sd_le_raceadj_v4_F,sd_le_agg_v5_F,sd_le_raceadj_v5_F,sd_le_agg_v6_F,sd_le_raceadj_v6_F,sd_le_agg_v7_F,sd_le_raceadj_v7_F,sd_le_agg_v8_F,sd_le_raceadj_v8_F,sd_le_agg_v9_F,sd_le_raceadj_v9_F,sd_le_agg_v10_F,sd_le_raceadj_v10_F,sd_le_agg_v11_F,sd_le_raceadj_v11_F,sd_le_agg_v12_F,sd_le_raceadj_v12_F,sd_le_agg_v13_F,sd_le_raceadj_v13_F,sd_le_agg_v14_F,sd_le_raceadj_v14_F,sd_le_agg_v15_F,sd_le_raceadj_v15_F,sd_le_agg_v16_F,sd_le_raceadj_v16_F,sd_le_agg_v17_F,sd_le_raceadj_v17_F,sd_le_agg_v18_F,sd_le_raceadj_v18_F,sd_le_agg_v19_F,sd_le_raceadj_v19_F,sd_le_agg_v20_F,sd_le_raceadj_v20_F,sd_le_agg_v1_M,sd_le_raceadj_v1_M,sd_le_agg_v2_M,sd_le_raceadj_v2_M,sd_le_agg_v3_M,sd_le_raceadj_v3_M,sd_le_agg_v4_M,sd_le_raceadj_v4_M,sd_le_agg_v5_M,sd_le_raceadj_v5_M,sd_le_agg_v6_M,sd_le_raceadj_v6_M,sd_le_agg_v7_M,sd_le_raceadj_v7_M,sd_le_agg_v8_M,sd_le_raceadj_v8_M,sd_le_agg_v9_M,sd_le_raceadj_v9_M,sd_le_agg_v10_M,sd_le_raceadj_v10_M,sd_le_agg_v11_M,sd_le_raceadj_v11_M,sd_le_agg_v12_M,sd_le_raceadj_v12_M,sd_le_agg_v13_M,sd_le_raceadj_v13_M,sd_le_agg_v14_M,sd_le_raceadj_v14_M,sd_le_agg_v15_M,sd_le_raceadj_v15_M,sd_le_agg_v16_M,sd_le_raceadj_v16_M,sd_le_agg_v17_M,sd_le_raceadj_v17_M,sd_le_agg_v18_M,sd_le_raceadj_v18_M,sd_le_agg_v19_M,sd_le_raceadj_v19_M,sd_le_agg_v20_M,sd_le_raceadj_v20_M,count_v1_F,count_v2_F,count_v3_F,count_v4_F,count_v5_F,count_v6_F,count_v7_F,count_v8_F,count_v9_F,count_v10_F,count_v11_F,count_v12_F,count_v13_F,count_v14_F,count_v15_F,count_v16_F,count_v17_F,count_v18_F,count_v19_F,count_v20_F,count_v1_M,count_v2_M,count_v3_M,count_v4_M,count_v5_M,count_v6_M,count_v7_M,count_v8_M,count_v9_M,count_v10_M,count_v11_M,count_v12_M,count_v13_M,count_v14_M,count_v15_M,count_v16_M,count_v17_M,count_v18_M,count_v19_M,count_v20_M
1400,"Fayetteville",644101,37,"North Carolina","NC",78.43098,79.67654,80.27941,81.24694,81.50334,82.02942,82.05763,82.90936,83.44827,84.10172,83.99725,84.57396,83.52628,84.19768,83.40707,84.18132,83.29971,83.94266,85.77264,86.21468,83.00534,83.51356,82.75187,83.20013,84.61985,85.1436,84.47329,85.06222,82.88457,83.45023,86.01009,86.4001,86.4852,86.8684,88.83141,89.1349,87.64091,87.98653,86.13771,86.35059,72.66911,74.07934,73.0603,74.23127,74.90508,75.82465,75.34691,76.39029,76.7263,77.63524,78.10271,78.94273,79.33908,80.13803,78.63149,79.48408,79.50691,80.18496,80.80186,81.37487,80.93855,81.52528,83.46983,83.97351,81.6756,82.2774,82.98959,83.56219,83.05672,83.59214,83.37756,83.88506,83.95604,84.42959,83.6824,84.13562,84.71686,85.18092,86.41387,86.70551,.573469,.5654047,.5827612,.5779805,.603456,.5995267,.6329567,.6099519,.6403874,.6163385,.6826402,.6590965,.7170015,.6883699,.7672737,.7322998,.8630402,.8271336,.7377613,.705399,.807997,.781222,.8622179,.8399439,.8487918,.8148176,.9127051,.8737161,.9784219,.9505685,1.03239,.991692,.9740742,.9324753,.8327469,.7855505,.994264,.9379589,1.39761,1.356965,.4819559,.4929758,.4307162,.4502785,.4723521,.4771718,.4539,.46068,.5276207,.5315674,.6038355,.6036885,.6482511,.6372769,.6535544,.6480563,.6989579,.6905643,.7012587,.6857677,.7270854,.7122505,.7522276,.7281302,.799048,.7777655,.8096002,.783573,.8858286,.8575994,.9527653,.9231535,.9014152,.8702666,1.124879,1.088862,1.222534,1.171585,1.171204,1.126668,84927,103099,112829,110013,97979,87192,79358,75304,72648,70878,69294,67391,65788,63095,60423,55344,50141,43635,35570,29763,66716,78633,87231,89964,84674,79960,76453,74721,72739,70637,67923,65235,62820,60230,56459,51473,45445,38771,31544,26824
1500,"Wilmington",361559,37,"North Carolina","NC",79.93698,81.11584,81.19096,82.18912,82.70462,83.52859,82.0405,82.78435,81.63205,82.29391,82.09398,82.82451,83.85459,84.32301,84.86195,85.39409,85.01142,85.53902,85.64117,86.11526,86.3698,86.84714,84.478,85.06847,84.79599,85.27167,86.67995,87.03304,86.00206,86.35686,86.54765,86.85474,87.42027,87.7041,86.09054,86.53413,90.05524,90.29728,88.96444,89.21044,74.13881,75.4291,74.02015,75.15994,74.33134,75.30965,75.22183,76.08424,77.39073,78.10807,77.82291,78.54121,80.29247,80.78666,80.2053,80.80565,81.91901,82.45953,80.46425,81.0386,82.45712,83.0023,83.81407,84.31893,82.775,83.23763,83.2072,83.62502,82.8985,83.29274,85.11743,85.41826,84.84886,85.18989,87.5116,87.79712,87.79863,88.08356,85.826,86.16975,.68332,.66362,.7382278,.7139854,.7343688,.7025693,.8041031,.775592,.813967,.7903807,.8288898,.7965223,.8814498,.8481284,.9077779,.8597696,.8564992,.8132251,.8613821,.8166136,.9090404,.8592107,.9509462,.903563,1.003382,.9649366,.9679876,.9192642,1.035179,.9918559,1.031838,.9884777,.9140878,.8711595,1.196251,1.138956,.8230746,.7655632,1.082115,1.026098,.5811514,.5792857,.5380165,.5411329,.543727,.5522719,.5961227,.5982379,.6661791,.6634781,.6998383,.6912979,.7685218,.7526515,.7728637,.7547511,.7542213,.7225921,.8520865,.834793,.8266111,.7995116,.8738993,.8396239,.9163328,.8910826,.9525708,.9260077,1.022721,.9947285,.932177,.8977895,1.052307,1.0164,.849205,.8047839,.8723675,.8224428,1.125639,1.079928,54984,59878,63042,62823,58599,55485,51646,50051,49343,48693,47948,47569,47091,46531,46078,44320,42850,40102,38055,37025,46281,49407,50198,50288,49533,48723,47469,45844,45314,45396,45072,44993,43793,43985,42203,41188,38242,35946,33739,33229
1701,"Raleigh",1412127,37,"North Carolina","NC",79.27006,80.4472,80.53528,81.57963,80.97488,81.97984,83.52784,84.32837,82.72735,83.43568,83.70936,84.29449,83.65609,84.24707,85.17396,85.69138,84.80484,85.31971,85.34341,85.83191,85.2622,85.73069,85.138,85.59129,86.20421,86.58006,86.66142,87.00727,88.37764,88.64381,87.72353,88.01758,87.31541,87.60677,87.9264,88.15636,88.96071,88.97707,88.1124,88.09474,74.38154,75.53119,74.85886,75.87836,75.23318,76.2505,75.82691,76.73357,76.91398,77.67253,78.18314,78.84619,79.20719,79.86391,80.07577,80.70063,80.26604,80.86351,81.86068,82.41193,82.57438,83.07951,82.29837,82.79649,82.31654,82.77963,82.95827,83.38625,83.92079,84.31345,84.61378,84.98519,84.93865,85.28444,84.97578,85.31279,87.41492,87.52629,87.34332,87.39642,.4664074,.4639893,.486405,.4776699,.493715,.4845698,.4986234,.4830907,.5092596,.492326,.525358,.5067137,.5236206,.5057784,.4943972,.4741288,.537366,.5173993,.5550181,.5340155,.5830039,.5601309,.5632183,.541576,.5759379,.5522189,.5362747,.5138179,.4862849,.4652589,.528312,.5015641,.5143027,.4899953,.5143378,.4936193,.4849334,.4847743,.5634949,.5616847,.3767783,.3819045,.394554,.4056297,.3858528,.3961738,.3807682,.3871441,.3870838,.3883563,.4234743,.4211225,.458085,.4509014,.4916525,.4828433,.5102897,.5016288,.4942049,.4817141,.5146143,.4987335,.5076965,.4936776,.5195282,.5054969,.4991037,.4832895,.4998908,.482478,.5230713,.5052102,.5016333,.4842095,.5100123,.4920721,.4546864,.4457222,.522249,.5145237,146526,148951,155713,168563,180527,189112,188897,188511,187747,186082,184791,186007,188711,197360,206634,220566,235281,254574,275986,242808,134234,140490,141865,152541,159530,159558,159065,156773,157160,158325,161984,167940,176546,188876,202201,215830,232318,253217,271288,232769
1900,"Jacksonville",536909,37,"North Carolina","NC",79.54861,80.97192,80.57441,81.83273,81.54221,82.50275,82.92201,83.31616,83.27562,84.0565,82.10832,82.7385,82.69474,83.43559,83.72743,84.31489,84.48335,84.91972,83.4165,83.91697,84.48811,85.0547,86.76443,87.23747,85.01991,85.45325,83.9423,84.35616,84.30129,84.73164,87.37044,87.68838,87.72372,88.00964,88.37377,88.55833,86.73296,87.02971,88.80174,89.06466,73.19492,74.76173,74.1537,75.51968,75.07098,76.20372,77.18887,77.95811,76.86514,77.75037,78.3973,79.19134,78.97191,79.74364,78.80663,79.43887,79.86893,80.42229,79.98032,80.54766,80.84721,81.46365,81.62329,82.21447,81.25206,81.8058,84.31668,84.73975,84.06387,84.49239,82.78814,83.25049,84.54367,84.92728,84.72897,85.08977,85.36803,85.73878,86.12414,86.47737,.644381,.6335046,.6499043,.6386615,.6392658,.6199764,.7072274,.7005653,.7345953,.7059639,.7660658,.7438717,.7585061,.7264933,.8312689,.8004145,.8368751,.8109941,.8797346,.8503577,.8243536,.7900931,.842158,.7943053,.8803014,.843805,1.008684,.9765732,1.006303,.9711172,.8791974,.8392825,1.028307,.9824697,1.045905,1.008144,1.187804,1.139863,1.161055,1.101222,.5204365,.5364638,.5237834,.5407633,.5162866,.5280681,.6212277,.6173396,.6072152,.6092706,.6588231,.6521205,.6964484,.6824768,.6873075,.6804619,.705881,.695838,.775233,.7627643,.7323108,.7162316,.8088197,.7870584,.8152708,.7931093,.7965237,.7655499,.90358,.8750014,1.046988,1.0207,.9444431,.9060091,1.194124,1.154905,1.17346,1.127374,.9801906,.9317866,65365,77821,81634,80212,78787,71647,64703,62157,62700,63461,63031,62679,62122,60133,58281,54465,49410,42919,35772,32221,51057,59480,64505,66412,65591,62460,60545,60511,61689,61397,60908,59610,58747,56833,53951,49366,44630,37344,31815,29600
2000,"Virginia Beach",1119468,51,"Virginia","VA",78.98305,80.44223,79.40139,80.66712,81.18612,82.13326,81.27023,82.19316,81.64349,82.19227,82.09949,82.92534,83.21946,83.76336,83.96144,84.47239,83.31512,83.81813,83.50425,83.91203,83.96516,84.36484,84.42342,84.86163,86.14591,86.37853,86.05997,86.24545,86.08148,86.31027,85.61073,85.8946,86.16189,86.39078,87.58994,87.69605,87.78208,87.86256,88.4591,88.58782,72.26413,73.9026,72.88905,74.31965,74.15337,75.32856,74.62501,75.69148,76.0252,76.79947,77.30514,78.22299,77.94333,78.66007,79.75037,80.38972,79.24994,79.87354,79.98299,80.53954,80.71528,81.24254,81.94492,82.46332,82.44345,82.83932,81.53333,81.9035,82.12671,82.51669,83.85527,84.23102,85.69839,85.99049,84.92359,85.19296,87.07774,87.24502,88.28811,88.46071,.5153634,.5176905,.4931395,.5005491,.5433015,.5380161,.524196,.5160988,.5559244,.5498299,.5746851,.5631667,.5946736,.5806752,.5704287,.5524217,.6179357,.6036099,.6582905,.6395916,.5791899,.5665535,.6193945,.6024209,.5893007,.5761871,.59245,.5848854,.6113891,.5956305,.6468449,.6278182,.615315,.6007316,.647284,.6385548,.6921224,.680695,.7240892,.7016678,.3953017,.4161385,.399062,.4283608,.38957,.401661,.3895964,.4094388,.4358724,.4415271,.4785482,.4791096,.4788364,.476165,.545921,.536342,.5078045,.5061163,.5201525,.5100949,.5105776,.5049909,.5560159,.5431243,.5269516,.5122193,.5425339,.5340942,.5941958,.5847787,.5786143,.5621242,.5551245,.5369509,.6293137,.6134605,.6498659,.6327249,.645875,.6170259,120543,134489,142224,142860,139646,136770,136507,137954,138550,139091,140339,142032,145012,149147,153319,153667,151860,143354,122582,94267,96552,101720,106351,110331,112117,117496,124568,129817,133562,137117,139058,140463,145595,149863,151167,150518,146789,134923,111803,87297
2400,"Richmond",1040192,51,"Virginia","VA",77.80598,79.5107,79.60962,81.10923,80.93098,82.11138,81.15565,82.17729,80.73675,81.8087,82.84728,83.72001,84.01419,84.69804,84.08379,84.61389,84.2289,84.88659,85.03403,85.66864,84.62187,85.12143,85.62241,86.05836,85.17126,85.65609,85.76717,86.229,85.60701,86.02329,86.89141,87.22318,87.55093,87.84711,87.4651,87.74711,88.20933,88.51241,87.9974,88.21085,71.93589,73.69324,73.55881,75.09235,74.58215,75.88499,74.90132,76.07461,77.02961,78.17067,77.60714,78.619,77.80588,78.63895,80.22816,80.88686,79.57928,80.37717,79.81976,80.57093,80.84091,81.44079,81.4587,82.01907,81.44424,82.01398,81.95578,82.50378,84.22845,84.65663,83.66925,84.08952,84.77924,85.15079,84.57629,84.93565,85.97089,86.32613,87.34039,87.5793,.5053247,.5165723,.5179318,.5222284,.5227616,.5149598,.5262989,.5194483,.5399954,.5286103,.5818595,.5705588,.5555327,.5382137,.531477,.5179369,.5441406,.5286759,.5054788,.4822688,.5705475,.5555555,.5894374,.5725436,.6101865,.586265,.5873026,.5634717,.6012354,.5800629,.5735583,.5530621,.5396233,.5182667,.5720702,.5478379,.5663599,.5369849,.6836742,.6579977,.4017515,.4260558,.4325627,.4569756,.4280902,.443501,.4194002,.4348035,.4863549,.4899707,.4770091,.4750435,.4763327,.4737248,.5011012,.4925807,.4877486,.4815951,.5091096,.5030177,.5315007,.5226955,.5373278,.5255613,.5283471,.5190359,.5356163,.5270215,.5225201,.504894,.5335205,.5188801,.5355058,.517758,.5774329,.5596749,.5558954,.5311221,.5849275,.5593994,109507,108958,118113,126894,133345,141026,147360,148157,147340,145037,145508,147128,150553,157055,165795,173792,178919,179339,170279,153854,99150,98070,101566,106603,110891,116973,120290,122351,124343,126197,129953,135827,141401,151437,160827,168700,172519,170638,159992,144228
2500,"Newport News",570854,51,"Virginia","VA",79.99074,81.54304,82.09483,83.33078,81.12765,82.08218,81.7288,82.33885,82.00684,82.78312,82.00545,82.64603,84.31729,84.87056,84.21864,84.87232,84.92792,85.44753,84.85613,85.42139,84.17854,84.76206,84.42773,84.88966,85.55138,86.11216,84.63628,85.28837,85.05215,85.58398,87.67652,88.02995,87.82124,88.10472,88.83879,88.94883,88.3083,88.50757,88.73433,88.9287,71.06575,72.76788,72.73392,74.24977,73.94489,75.13593,75.59393,76.57808,76.88517,77.85235,76.97626,77.88628,77.78786,78.60725,78.95567,79.76649,79.88147,80.57491,80.15468,80.88562,81.48965,82.14025,81.40308,81.96278,82.42425,83.06729,82.09526,82.75681,83.04282,83.59319,83.4808,83.96489,84.19994,84.61905,85.61104,85.89418,86.79004,87.10424,86.30616,86.6404,.6834139,.6680926,.6974027,.6777474,.7332521,.7178652,.7518946,.7464278,.7452819,.7239805,.8062487,.7899446,.7731773,.7505317,.7435977,.7174295,.7478049,.7226022,.7953539,.7613999,.8604957,.8303539,.7804885,.7563954,.8214436,.7833467,.8733127,.8324609,.8636805,.8246658,.7357819,.7005852,.7385306,.7073475,.6510593,.6357892,.7284207,.703601,.773212,.7429427,.5057929,.5274764,.5332423,.5558898,.5196456,.5364456,.5987066,.6065719,.627279,.6297265,.6380296,.6413257,.6653513,.6645586,.6496691,.6419748,.701156,.6905601,.6851736,.6767094,.7392111,.724615,.7219859,.7091998,.6845161,.6665642,.7394192,.721913,.721252,.7018363,.776719,.7538621,.7994279,.7738952,.7206355,.6972212,.7939085,.7551854,.9299044,.8894889,61679,67866,72042,74689,74266,70696,69409,69606,70605,72110,73422,76405,78244,82174,85558,88193,86902,83102,73377,48042,48567,51164,54724,56620,57998,59951,64560,68136,71130,72953,75638,77285,79799,82667,85278,84582,82069,76204,63515,40140
2700,"Gulfport",458674,28,"Mississippi","MS",77.3073,78.28435,79.94254,80.72216,81.82741,82.28186,82.00549,82.21572,82.01211,82.42612,82.74734,83.3271,83.37363,83.85802,81.52882,82.0475,83.30489,83.7252,84.50529,84.95074,83.46593,83.95837,84.40208,84.75566,82.28827,82.77621,83.35152,83.8223,85.12401,85.52266,83.99903,84.44028,86.22982,86.57373,85.79324,86.16087,85.56544,85.95712,86.84533,87.26424,72.85504,73.95142,73.44822,74.41404,74.19122,74.90102,75.36674,75.88449,76.68867,77.3233,77.79277,78.45035,77.52812,78.14664,79.21134,79.75145,79.73661,80.24247,80.08556,80.63061,78.97031,79.53579,80.82361,81.29037,81.39141,81.87089,82.08913,82.55856,83.47328,83.88252,82.43247,82.88148,83.2549,83.66161,84.24168,84.59328,85.76853,86.05573,86.05462,86.41742,.6095433,.5973539,.6685684,.6489707,.6838158,.6683063,.7409735,.728648,.7740293,.7504051,.8058007,.7752622,.792801,.762687,.85772,.8329822,.8307329,.8007805,.8056427,.7748931,.9648388,.9307569,.9348767,.9017396,.9892812,.9592268,1.008386,.9727302,1.055599,1.010201,1.072528,1.027231,1.118577,1.069354,1.218038,1.165265,1.466092,1.402858,1.52062,1.441644,.513122,.517189,.4901056,.4967611,.5071679,.5081344,.5663483,.5633209,.5827876,.5731351,.6346417,.6280927,.6225795,.6154018,.6600564,.6455099,.7466468,.7294508,.7531398,.7413415,.7445894,.7372914,.8324035,.8168989,.8534347,.8314133,.8982443,.8737833,.9623709,.9278229,1.004565,.9803553,1.053526,1.021178,1.144062,1.107655,1.135411,1.089705,1.304367,1.238707,62725,73266,73781,70069,64011,58160,56177,56366,54460,53401,52223,50607,50003,49051,47639,44447,40217,34647,27730,22555,55884,62392,62070,59909,57162,58134,60140,59946,58245,55579,53956,52334,51285,49262,46624,42807,37939,32349,25573,21025
3003,"Jackson",546560,28,"Mississippi","MS",77.9734,79.97723,80.48164,82.18583,81.93011,83.16653,82.11748,83.29238,83.27577,84.29016,83.55377,84.61115,82.88545,83.80336,82.88465,83.73228,85.04881,85.8,84.18788,84.92823,85.9788,86.59512,85.76271,86.39335,86.39129,86.96793,86.73958,87.27901,86.8957,87.39733,88.35887,88.76534,86.8718,87.31598,87.03502,87.34332,87.82594,88.07053,87.67036,87.967,72.65188,74.77787,73.94487,75.93369,74.16708,75.71878,75.32613,76.74752,76.60236,77.86266,76.76109,77.99775,77.37169,78.42559,79.47758,80.37156,80.86942,81.72658,79.20746,80.00073,81.10086,81.82819,81.01956,81.73711,81.91111,82.6123,81.50614,82.19204,83.74477,84.32165,83.0917,83.67672,82.56854,83.12374,83.72262,84.12052,83.45808,83.7859,85.11422,85.48413,.6932158,.695765,.635798,.62988,.6575181,.6519551,.6808547,.6822982,.687508,.6652713,.7608894,.7328472,.7881588,.7652234,.8698038,.8430802,.8177745,.7822527,.872335,.8402059,.8468623,.810963,.8857234,.8476865,.9121199,.8659462,.915818,.8659759,1.00757,.9561357,.9597293,.9091231,1.070897,1.021891,1.085446,1.046995,1.030733,.9945354,1.326244,1.275573,.5317699,.5602177,.5108625,.5350955,.5132053,.5272856,.5380448,.5546581,.6134006,.6162918,.6397798,.653514,.6560442,.6619533,.734885,.7287661,.8049027,.7926705,.7878636,.7865137,.8113614,.7929553,.8892343,.875172,.8320118,.8100019,.8452899,.8210574,.8693103,.8382704,.89591,.8663351,.9311922,.9057731,.9776669,.9496545,1.053789,1.029347,1.111569,1.075154,61762,85652,95864,92542,84438,74815,69505,65227,61396,58325,56126,55809,55599,56181,55499,54953,53971,50683,46000,50616,53870,71859,73380,73076,70024,63659,61172,57004,55194,53169,52470,52260,53177,52915,52695,52150,50370,46658,43599,48084
3300,"New Orleans",1381652,22,"Louisiana","LA",79.1154,80.50745,80.73158,81.86585,81.97894,82.82172,81.38664,82.07156,82.79963,83.22454,83.03783,83.56106,83.49293,84.14474,84.19962,84.77131,84.08651,84.57713,83.35925,83.84337,83.76843,84.20499,85.38387,85.74767,85.24769,85.59563,84.80643,85.15971,85.9318,86.26103,85.64194,85.99735,86.51778,86.81631,86.51292,86.7802,87.0305,87.26759,88.73946,88.87537,73.00808,74.58067,74.69744,76.02482,74.79807,75.81828,75.73622,76.60773,76.68036,77.28207,78.26951,78.93306,79.26147,79.99713,79.55804,80.22836,80.67509,81.22483,80.28846,80.80189,79.49072,79.97613,82.12103,82.53847,82.0453,82.45389,81.60157,82.00729,82.69962,83.08621,84.76093,85.09309,83.60556,83.95374,83.63618,83.9509,84.34457,84.63686,85.9197,86.13475,.3802053,.3946937,.402693,.4118774,.4304211,.4290977,.4531848,.4483835,.4870175,.4873895,.4912584,.4827847,.5371627,.5191801,.561112,.5429534,.5694897,.5539363,.5804174,.561828,.5881099,.5707768,.5922921,.5742261,.6324444,.6117863,.6792937,.6578148,.6598994,.6374052,.6720306,.648632,.6709802,.6470417,.7604647,.7337484,.7153652,.6912266,.6865394,.6657302,.2969391,.3192508,.3397531,.348385,.3290946,.3376368,.3509243,.3590785,.3721409,.3735294,.406565,.401715,.436124,.4337473,.4432049,.4391046,.4886887,.4803683,.4954217,.4888132,.5352743,.5307127,.528811,.5167054,.5678145,.5540946,.5607854,.5480376,.5729333,.5591086,.5914315,.5712647,.6442446,.6255203,.6277459,.609093,.6908289,.6700292,.6506386,.6297658,180253,200543,204009,191427,176226,159396,150791,146977,141976,134773,129180,124959,123165,122659,122971,124454,125007,121615,117471,126175,166924,169018,160547,151700,146549,142600,140642,138655,133478,129076,125317,122763,121822,122226,123164,122462,121309,117717,113774,122854
3400,"Houma",271365,22,"Louisiana","LA",80.22419,81.38605,79.44814,80.50475,83.65857,84.41798,79.87978,80.73746,82.82442,83.33211,82.43768,83.12682,83.56909,84.06866,82.90269,83.42476,84.25656,84.77175,83.02784,83.54926,84.47375,84.92223,83.02305,83.57877,83.30943,83.84033,86.36731,86.75266,83.54758,84.0099,84.67922,85.02181,86.73035,87.00098,83.6598,84.10976,86.68853,87.04964,86.66798,86.80831,72.66386,74.01361,73.37316,74.60559,74.99286,75.98507,74.84666,75.69833,78.34087,78.89497,78.89368,79.56759,78.80106,79.38623,79.80412,80.31606,80.96667,81.46246,80.78716,81.25987,82.84602,83.25827,81.33113,81.85259,81.0515,81.5243,81.87704,82.30901,83.95959,84.30917,82.75738,83.12586,83.4315,83.77859,81.47711,81.87963,81.95744,82.41347,85.59695,85.73638,.8668244,.8418804,.84004,.8262081,.8882393,.8473784,.9257544,.9070382,1.089797,1.052659,1.193952,1.145571,1.132515,1.087847,1.16508,1.120451,1.223179,1.167181,1.176337,1.128364,1.197473,1.142443,1.286592,1.237986,1.380759,1.325808,1.240121,1.176767,1.542679,1.4924,1.493749,1.442556,1.429705,1.376558,1.862771,1.808097,1.931179,1.847841,1.825669,1.777358,.6939551,.6991363,.6140231,.6176944,.6806102,.6765592,.6838844,.6870794,.8396533,.823726,.8386941,.8143258,.8640597,.8476286,.9452007,.9237227,.9310456,.9010237,.935075,.9056593,1.006891,.9702822,1.004789,.9753788,1.019458,.9906294,1.191888,1.15806,1.214566,1.174104,1.337575,1.298976,1.401773,1.362915,1.671473,1.646854,1.775958,1.741543,1.564365,1.526489,37654,43808,45536,37651,32471,29066,28354,29047,28901,29526,30592,30595,30664,30209,29604,27969,25139,21787,18076,17241,29076,35063,35574,32182,31782,32245,33270,34594,35589,36141,35685,34848,33692,31970,30723,28583,25338,21637,17753,16457
3500,"Baton Rouge",806561,22,"Louisiana","LA",79.44193,81.1725,80.32774,81.8716,81.38225,82.5676,83.27806,84.25745,81.23402,82.13175,81.9894,82.80377,83.5649,84.17504,83.83508,84.51044,84.95972,85.50124,85.0079,85.55441,85.19648,85.7517,87.32659,87.70651,85.46069,85.93761,85.45826,85.94016,85.81345,86.21819,87.27608,87.58027,87.61739,87.92222,87.23432,87.61418,88.13197,88.34891,88.12438,88.45944,72.41808,74.34707,72.89851,74.66855,74.43562,75.8566,75.4033,76.63422,77.46435,78.54368,77.69458,78.61653,78.68768,79.40129,80.44034,81.16455,80.56046,81.19167,81.39273,82.00279,80.95036,81.56192,81.14194,81.68728,83.23062,83.71453,82.91113,83.39838,82.76376,83.20633,85.07883,85.41255,83.17387,83.57944,84.56739,84.98011,84.7821,85.06075,85.85992,86.22717,.5242319,.5217209,.5128171,.5071095,.5277113,.5184417,.5702248,.556237,.6403362,.6299006,.6789119,.6624873,.7238741,.700913,.6866186,.661822,.6511652,.6279714,.6957669,.667268,.7193068,.6869616,.6541549,.6232327,.7847928,.7536871,.6967814,.6663736,.792626,.7601832,.7874295,.7579052,.7820951,.7490797,.8447498,.803678,.8313132,.8008257,.9937412,.9392296,.4482623,.4694923,.3880506,.4129375,.4443671,.4611292,.439222,.4439143,.5350846,.530408,.5481549,.5444826,.5338439,.5283498,.5909446,.581587,.5876271,.5768279,.5946828,.5822407,.6810963,.6643076,.6681612,.6531497,.6540517,.6331434,.6768935,.6571338,.6633054,.6447756,.6023306,.5835183,.753537,.7361872,.7465037,.7188463,.872925,.848709,.861008,.8211404,99116,123650,131826,120550,109900,101364,96293,93477,90162,86412,85386,84498,85739,89107,91574,95097,97757,93437,80693,69590,81634,94435,93077,87737,86250,86282,86387,87261,86400,85488,85816,86848,89647,92311,94532,97680,96841,90637,75635,65545
