cz,czname,pop2000,stateabbrv,year,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,sd_le_agg_q1_F,sd_le_raceadj_q1_F,sd_le_agg_q2_F,sd_le_raceadj_q2_F,sd_le_agg_q3_F,sd_le_raceadj_q3_F,sd_le_agg_q4_F,sd_le_raceadj_q4_F,sd_le_agg_q1_M,sd_le_raceadj_q1_M,sd_le_agg_q2_M,sd_le_raceadj_q2_M,sd_le_agg_q3_M,sd_le_raceadj_q3_M,sd_le_agg_q4_M,sd_le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
11600,"Detroit",5327827,"MI",2008,79.71703,80.61659,83.33921,83.8869,86.98654,87.40258,88.68506,88.88506,73.93342,74.90456,79.2832,79.91592,82.94109,83.49393,85.38865,85.76335,.6781195,.6678104,.9586163,.9248732,.8246886,.7809136,.786972,.7554061,.5249753,.5296858,.7208959,.7057693,.7705594,.7395524,.987789,.9455337,181001,192213,219507,235076,155701,165762,218555,231591
11600,"Detroit",5327827,"MI",2009,79.15534,80.07057,85.55135,86.00604,86.46602,86.90701,87.50964,87.75996,73.03523,74.00184,78.62448,79.26534,81.03447,81.65865,85.59093,85.94981,.6419743,.6333756,.7451762,.7145056,.8611941,.8145687,1.02308,.9826582,.4952542,.5065537,.7216975,.7131072,.8356436,.8134527,.8534696,.8153723,187299,195108,219780,234551,160951,167895,216207,230866
11600,"Detroit",5327827,"MI",2010,79.81297,80.7027,85.4249,85.8765,86.5686,87.00365,89.55914,89.72002,73.95036,74.87558,80.7217,81.3049,81.94966,82.54392,87.33674,87.61044,.6477396,.6386354,.774476,.7429641,.8854951,.8401677,.6893237,.6631436,.4954905,.505199,.6913106,.6734037,.8180187,.793759,.7075233,.6723068,193338,195878,218645,223478,166568,171379,211960,218416
11600,"Detroit",5327827,"MI",2011,79.53596,80.40688,84.74523,85.21163,87.59608,87.96989,89.46254,89.62577,73.92152,74.83393,79.66889,80.26782,84.92986,85.39322,86.67114,86.98797,.6363833,.624856,.8121832,.780335,.8208759,.7768743,.7632955,.7313234,.4996303,.5095332,.7381045,.7209344,.7397673,.7022893,.8670828,.8247098,199919,198321,217909,208343,175597,174963,206639,201107
11600,"Detroit",5327827,"MI",2012,79.55196,80.3835,84.12787,84.60339,85.78004,86.23947,89.58588,89.74243,73.49374,74.36259,80.08406,80.66104,84.35614,84.84215,87.58644,87.85376,.6432724,.6325024,.8374007,.8092198,.9881914,.9418283,.8027385,.7721596,.4844823,.5024018,.730497,.7130467,.7438871,.7100914,.7523648,.7135527,204382,195382,214655,208143,179932,171836,204746,201691
11600,"Detroit",5327827,"MI",2013,79.5217,80.34579,85.51469,85.91846,88.04012,88.36792,90.58681,90.69579,72.73883,73.58836,80.7852,81.33408,84.39484,84.87852,85.56067,85.93304,.6157439,.6090336,.7588118,.7300774,.7362092,.6978828,.5707369,.5519047,.4423972,.4554207,.6792507,.6605802,.8178976,.7798291,1.032323,.9873087,206738,191355,205636,212405,180482,169052,197563,206771
11600,"Detroit",5327827,"MI",2014,79.52872,80.30318,85.6786,86.05453,87.56434,87.90761,88.0686,88.27252,73.91245,74.76015,79.00417,79.58553,85.69943,86.11533,85.95448,86.30199,.6483412,.6458969,.8353038,.8061758,.762172,.7264289,1.092111,1.052096,.4745956,.4807031,.7265428,.7146074,.7398728,.6993157,.9430252,.9011356,195434,181568,198042,210457,169184,161590,190959,202832
12200,"Grand Rapids",1286045,"MI",2001,81.77928,82.19376,80.66619,81.01687,84.89404,85.19648,87.74143,87.97774,77.39404,77.80408,80.28872,80.54439,82.83037,83.12695,83.83802,84.14233,1.988418,1.921775,2.146246,2.097771,1.957951,1.883167,2.466116,2.374943,1.424159,1.3955,1.562971,1.528765,1.631791,1.582633,2.170396,2.114002,31897,44698,57387,47017,29596,45839,58143,45572
12200,"Grand Rapids",1286045,"MI",2002,82.55421,82.93742,83.24457,83.4861,83.64526,83.97547,90.7888,90.88589,74.34177,74.8086,80.30242,80.53576,81.52769,81.86276,81.70511,82.07043,1.880345,1.812379,1.835209,1.775265,1.844942,1.778342,1.513262,1.451005,1.33029,1.318526,1.44272,1.409917,1.737311,1.699368,2.474101,2.437369,33968,47249,59526,46113,31021,48407,60070,44702
12200,"Grand Rapids",1286045,"MI",2003,80.76595,81.2016,84.12064,84.34709,83.54131,83.90204,85.45442,85.75835,72.77113,73.25449,80.45129,80.70143,82.05869,82.39101,82.46391,82.81411,1.788723,1.732498,1.871076,1.810753,2.119389,2.052778,2.572938,2.485572,1.085413,1.08916,1.54395,1.509735,1.844987,1.799866,2.426047,2.376455,35795,48842,60402,45454,32903,50269,60465,43774
12200,"Grand Rapids",1286045,"MI",2004,78.26141,78.77631,84.07521,84.29744,86.06891,86.33424,90.65708,90.74599,74.89838,75.36295,80.02425,80.27616,83.67045,83.94267,81.89665,82.26611,1.626491,1.588208,1.771976,1.715365,1.907415,1.833828,1.340693,1.288246,1.324237,1.315467,1.384989,1.35347,1.450818,1.403843,2.428828,2.392398,36749,50325,60911,45967,33804,51314,60997,44338
12200,"Grand Rapids",1286045,"MI",2005,78.90796,79.41714,85.41269,85.6063,83.80229,84.16644,89.16696,89.32048,75.04137,75.50857,77.18491,77.49255,82.61063,82.94458,86.73251,86.94264,1.684711,1.644057,1.768045,1.709726,2.224645,2.15033,1.888315,1.814326,1.226572,1.217553,1.415229,1.408218,1.929598,1.88315,1.773917,1.710994,38050,50590,61399,46185,34801,51526,61411,44573
12200,"Grand Rapids",1286045,"MI",2006,80.41918,80.87685,84.62673,84.848,86.47056,86.72038,90.23047,90.35577,74.18491,74.65078,83.5761,83.73951,85.35316,85.58104,86.77837,86.98418,1.661847,1.608096,1.89565,1.834559,1.860914,1.786602,2.111379,2.025366,1.13078,1.125774,1.323096,1.289279,1.47337,1.423434,1.867929,1.803208,39402,51568,62430,44869,36579,52582,61767,43370
12200,"Grand Rapids",1286045,"MI",2007,86.6658,86.88217,84.56915,84.79145,86.99572,87.2402,88.58537,88.76457,76.55128,76.99457,78.37741,78.66599,83.16793,83.47025,84.42059,84.72153,1.135853,1.087938,1.875751,1.814415,1.907681,1.828777,2.159068,2.074638,1.321627,1.302138,1.441779,1.421368,1.75285,1.702073,2.296961,2.226599,40393,52627,62678,43687,37651,53546,61935,42141
12200,"Grand Rapids",1286045,"MI",2008,81.84029,82.25504,86.0612,86.20505,89.87285,89.98772,90.84134,90.94105,75.95866,76.41187,81.23035,81.46318,85.28001,85.51582,86.49809,86.71575,1.66183,1.60262,1.433799,1.386187,1.167272,1.117301,1.827455,1.751638,1.235641,1.220639,1.449004,1.414576,1.531416,1.478457,1.875533,1.80659,41862,53431,62826,42650,39341,54194,61722,40861
12200,"Grand Rapids",1286045,"MI",2009,77.81225,78.35422,83.83276,84.08266,87.89861,88.10381,87.40091,87.6427,74.74361,75.21575,81.57787,81.79694,83.53182,83.84991,87.92506,88.11861,1.48296,1.460895,1.870182,1.808746,1.682678,1.61208,2.812967,2.717743,1.110759,1.104087,1.27994,1.247506,1.898873,1.84833,2.110096,2.032503,43759,54572,63563,42601,41354,55274,61853,40384
12200,"Grand Rapids",1286045,"MI",2010,80.89318,81.37561,86.40977,86.54939,90.89838,90.97586,87.71427,87.9325,76.9585,77.4169,82.63342,82.82603,84.8574,85.12942,86.26893,86.52266,1.600524,1.546912,1.242015,1.19678,.9696985,.9259859,2.352086,2.260025,1.218906,1.198162,1.180834,1.147094,1.738952,1.681918,2.105825,2.028855,44123,54489,62746,41544,41550,55296,60803,39415
12200,"Grand Rapids",1286045,"MI",2011,83.77003,84.13724,88.18497,88.29389,90.24554,90.35716,89.51213,89.67223,76.54523,77.02101,83.82835,84.01711,85.22612,85.49255,88.01346,88.19864,1.394641,1.33121,1.301122,1.254492,1.182876,1.129281,2.155292,2.065276,1.176485,1.156437,1.301732,1.263209,1.630044,1.569639,1.748033,1.672948,45217,53933,61430,40816,42616,54628,59323,38405
12200,"Grand Rapids",1286045,"MI",2012,82.17415,82.62359,89.84151,89.87658,89.78878,89.91979,89.19571,89.36636,76.58787,77.06902,81.85775,82.11169,84.0222,84.33566,88.74474,88.91853,1.494169,1.434119,.8341953,.8043188,1.237928,1.180741,2.194973,2.104073,1.221773,1.203375,1.499717,1.458553,1.772561,1.719049,1.867322,1.788645,43650,53137,62252,41689,41003,54095,60451,39454
12200,"Grand Rapids",1286045,"MI",2013,81.00751,81.51435,87.10958,87.25047,91.33268,91.3996,89.01815,89.18881,76.59396,77.06055,83.04504,83.24747,88.58921,88.72083,86.15573,86.43848,1.574729,1.516954,1.319275,1.269502,.8424577,.8035297,2.083054,1.99425,1.071565,1.050356,1.320183,1.282485,1.084898,1.038196,2.431804,2.350971,43870,52541,61988,41836,41597,54096,60021,39449
12200,"Grand Rapids",1286045,"MI",2014,83.59235,83.9695,88.21062,88.31411,85.90936,86.23303,91.8549,91.9235,75.19555,75.68677,79.46353,79.76344,83.4922,83.83469,88.09361,88.26656,1.345062,1.280442,1.200415,1.153877,2.161385,2.074301,1.325356,1.267356,1.136991,1.131252,1.537132,1.512967,1.984852,1.933175,1.512829,1.444035,42487,49864,60280,43914,40650,52549,58298,40161
12501,"Dayton",1179009,"OH",2001,79.30263,79.92379,86.08365,86.45756,84.99647,85.37858,82.54188,83.033,74.63127,75.33559,78.81123,79.36945,83.66098,84.04066,81.3969,81.88642,1.576804,1.541201,1.496156,1.428451,1.891925,1.813167,2.496154,2.425111,1.227813,1.220286,1.397297,1.370069,1.62273,1.568201,2.355346,2.31484,38227,51545,50301,38528,34163,48250,51249,36969
12501,"Dayton",1179009,"OH",2002,81.52868,82.08634,83.61639,84.09592,85.71336,86.06902,84.54224,84.95968,73.22536,73.95026,80.96511,81.46764,82.80846,83.22538,88.48407,88.69469,1.380597,1.338801,1.62229,1.55829,1.740096,1.664562,2.612845,2.520661,1.077983,1.078468,1.3305,1.290205,1.819538,1.766334,1.714209,1.633708,39273,53117,51220,36601,35069,50451,51816,35003
12501,"Dayton",1179009,"OH",2003,81.18208,81.73956,82.92323,83.43869,88.18842,88.41785,85.05797,85.45893,74.67866,75.37675,81.67458,82.14449,83.14165,83.5388,85.52552,85.86533,1.516005,1.474088,1.742408,1.679442,1.227465,1.171014,2.756194,2.658035,1.169471,1.161878,1.166208,1.127352,1.612835,1.55902,1.940286,1.855734,40360,54124,51717,35455,36285,51855,51493,33715
12501,"Dayton",1179009,"OH",2004,80.36609,80.94843,87.59394,87.88667,87.39532,87.6668,88.62062,88.86411,72.91019,73.62974,81.26802,81.76064,83.31839,83.72364,84.74159,85.14772,1.462761,1.424974,1.093994,1.039319,1.5914,1.515797,2.390421,2.284615,1.037865,1.043291,1.2336,1.196255,1.709369,1.652392,2.48175,2.398154,40526,54085,52083,36237,36674,51757,51195,34721
12501,"Dayton",1179009,"OH",2005,81.3903,81.93655,79.56605,80.19062,84.65273,85.06683,83.77271,84.22085,73.74702,74.45736,79.17734,79.72874,86.88103,87.12321,82.88147,83.34519,1.574993,1.530861,1.791387,1.770762,2.210074,2.131188,2.850166,2.771575,1.098093,1.097177,1.264597,1.238265,1.105098,1.056486,2.482647,2.421032,41164,54012,51260,36978,37396,51659,50583,35217
12501,"Dayton",1179009,"OH",2006,80.97315,81.54404,84.98669,85.42267,84.29235,84.70834,86.07169,86.44085,74.1726,74.87526,78.1465,78.71102,86.10665,86.38391,87.07708,87.35937,1.523664,1.481558,1.593466,1.521053,2.039488,1.964854,3.175613,3.068351,1.08235,1.078951,1.352223,1.341906,1.301491,1.248202,1.90475,1.81844,41704,53316,51765,36630,37640,51598,50362,34972
12501,"Dayton",1179009,"OH",2007,78.48232,79.11907,86.53644,86.89428,88.22791,88.46363,89.24433,89.44334,76.76267,77.44085,81.12144,81.62724,85.12096,85.45097,83.93298,84.38156,1.588933,1.560951,1.287002,1.223186,1.359646,1.296929,1.915259,1.823547,1.107523,1.087278,1.385633,1.34448,1.459123,1.40121,2.759283,2.684943,42203,53232,51700,35611,38593,51218,50453,33722
12501,"Dayton",1179009,"OH",2008,82.4252,82.97082,86.67465,87.01485,86.59381,86.93757,89.00735,89.23674,74.09116,74.7897,81.88539,82.36232,84.3493,84.71911,88.95782,89.14481,1.308414,1.263517,1.077796,1.02426,2.101827,2.010939,2.37841,2.272707,1.035863,1.034657,1.229416,1.186165,1.589642,1.530066,1.34227,1.270791,42826,53033,51427,35339,39312,50752,50177,33135
12501,"Dayton",1179009,"OH",2009,80.29065,80.89557,86.19361,86.58216,87.43604,87.71004,89.41055,89.60857,73.1672,73.89887,81.01057,81.53026,85.53954,85.85316,86.32708,86.68858,1.39044,1.354192,1.49319,1.418473,1.434687,1.36637,2.023401,1.927845,.9282801,.9359649,1.232479,1.195089,1.268093,1.216987,2.380206,2.280176,43841,53880,51822,34942,40206,51876,50054,32607
12501,"Dayton",1179009,"OH",2010,79.68825,80.31454,88.18308,88.45466,85.60162,85.9712,89.9938,90.15217,75.7471,76.45129,81.66975,82.17057,83.11677,83.54572,88.37891,88.61065,1.360743,1.329286,.9901243,.9374168,1.851034,1.771378,1.639241,1.560214,1.146365,1.132549,1.227164,1.188171,1.756445,1.704911,1.678198,1.589803,43932,52726,51119,34351,40274,50902,49278,31695
12501,"Dayton",1179009,"OH",2011,81.70506,82.25434,86.74473,87.09017,84.78287,85.18652,90.35791,90.50549,75.26575,75.99068,81.21156,81.7328,82.68484,83.1269,86.29596,86.64699,1.459557,1.413192,1.14135,1.083277,1.983197,1.904306,1.577691,1.498351,1.037982,1.027299,1.309654,1.270303,1.78627,1.731762,2.224568,2.126241,43023,51718,49809,34261,39562,49957,47258,31536
12501,"Dayton",1179009,"OH",2012,80.19804,80.80331,82.26881,82.8336,87.77341,88.0377,88.08807,88.35991,73.9273,74.65771,81.45933,81.97631,83.97654,84.38174,88.58706,88.82993,1.475343,1.436976,1.713037,1.651843,1.571702,1.500409,2.625934,2.515898,.997353,1.000127,1.283741,1.242632,1.714609,1.655984,1.862438,1.764238,42470,50265,49711,34011,39250,48706,47393,31423
12501,"Dayton",1179009,"OH",2013,81.89676,82.44349,85.69019,86.1074,86.60363,86.92635,90.35833,90.51501,74.69162,75.43121,80.37547,80.9335,80.76251,81.26703,85.84512,86.24216,1.355351,1.312897,1.659653,1.584892,1.789983,1.709015,1.828676,1.739837,1.035516,1.032572,1.395872,1.360978,1.789018,1.758605,2.483712,2.38141,42410,49191,48860,33518,39276,48060,46468,30833
12501,"Dayton",1179009,"OH",2014,81.902,82.45543,84.1321,84.6173,89.1892,89.37926,84.35687,84.81061,75.05975,75.76809,80.92871,81.46603,82.49218,82.95538,85.83302,86.23331,1.305443,1.26379,1.642385,1.571272,1.148872,1.092284,3.726207,3.653545,1.104811,1.100798,1.325632,1.283631,2.012465,1.960616,2.540793,2.441088,40267,46918,47498,34394,37847,46075,45471,30539
12701,"Cincinnati",1954800,"OH",2001,78.75594,79.42434,81.40343,81.90348,83.63558,84.15317,83.52571,83.91501,71.79383,72.50652,75.77309,76.30273,81.69193,82.19494,83.49881,83.84991,1.319529,1.291054,1.57615,1.527584,1.633928,1.566089,2.113999,2.047554,.8600844,.8736465,1.082649,1.086247,1.438751,1.398305,1.784079,1.732483,58138,76278,78353,76961,52724,70168,78073,76104
12701,"Cincinnati",1954800,"OH",2002,79.21613,79.86721,82.33558,82.79548,85.0717,85.52063,83.88513,84.25527,72.69353,73.42899,77.49293,78.01366,82.52263,82.98894,84.8998,85.20561,1.303106,1.270656,1.449232,1.401157,1.584596,1.511301,2.094759,2.031039,.8596321,.863026,1.13347,1.121718,1.348697,1.298255,1.694372,1.638425,59935,78812,80411,76785,54749,72520,79895,76037
12701,"Cincinnati",1954800,"OH",2003,79.67393,80.30987,82.23703,82.70393,83.47557,84.01053,89.27384,89.42811,73.7894,74.53494,79.7997,80.27848,82.14098,82.63586,81.33894,81.74847,1.331518,1.300329,1.410545,1.359728,1.79639,1.730022,1.359664,1.304247,.9119961,.9097824,1.179573,1.154928,1.418855,1.374223,1.772735,1.740393,60687,80813,82005,77349,56475,73641,81015,76522
12701,"Cincinnati",1954800,"OH",2004,81.54534,82.13387,83.52176,83.94091,83.75682,84.27353,86.7581,87.01091,74.36832,75.10619,79.38969,79.88194,84.52161,84.92522,84.04146,84.38673,1.214079,1.17907,1.337021,1.287879,1.711414,1.644079,1.861536,1.792887,.9285662,.9313248,1.185075,1.161134,1.294034,1.238286,1.745346,1.6922,61626,81549,83133,79216,57130,74745,81472,78397
12701,"Cincinnati",1954800,"OH",2005,80.79999,81.43336,84.7393,85.11189,83.5041,84.03201,89.69582,89.83588,73.17526,73.9006,80.51506,80.98537,86.36658,86.6854,86.85826,87.09954,1.14156,1.110646,1.329913,1.282403,1.564018,1.497979,1.344489,1.290586,.870645,.8810297,1.104786,1.077244,1.026817,.9734542,1.355666,1.303951,62370,81708,83561,81494,57787,75203,81777,80528
12701,"Cincinnati",1954800,"OH",2006,82.68729,83.2255,84.40229,84.78895,84.83108,85.3009,87.59983,87.82258,72.37868,73.10323,78.32796,78.85133,83.62301,84.08218,85.8895,86.2002,1.23575,1.197783,1.393753,1.343667,1.611615,1.536364,1.803069,1.737753,.8389831,.8551894,1.176159,1.162195,1.363242,1.308208,1.807028,1.742584,63242,81973,84696,82589,59524,75525,82871,80988
12701,"Cincinnati",1954800,"OH",2007,80.33541,80.97807,82.05831,82.5387,85.65865,86.09589,89.9319,90.07087,75.37901,76.12224,78.67813,79.20654,80.53314,81.10019,82.32532,82.75569,1.247043,1.212916,1.498781,1.45182,1.533667,1.459175,1.466518,1.406904,.980478,.9709093,1.15431,1.129882,1.393472,1.365043,1.853859,1.817776,64049,81866,86126,83403,60715,75481,83613,81587
12701,"Cincinnati",1954800,"OH",2008,80.79549,81.42393,84.01958,84.42869,87.04468,87.40842,84.73701,85.07481,73.49953,74.24625,81.14893,81.61106,85.96384,86.30578,85.06434,85.40897,1.324786,1.288962,1.293573,1.248111,1.360007,1.28628,2.094985,2.028248,.8354881,.8407447,1.114219,1.079679,.9820771,.9302427,1.794978,1.731671,65176,83192,86886,83454,62491,76728,84195,81153
12701,"Cincinnati",1954800,"OH",2009,81.88165,82.50818,85.61481,85.96027,88.75315,89.03219,90.452,90.56731,74.17226,74.92859,79.65933,80.16891,85.082,85.48716,88.18678,88.39346,1.022527,.9891646,.985242,.9430323,1.035957,.9746786,1.107565,1.060384,.8220981,.8241147,1.105119,1.076316,1.208737,1.148927,1.17281,1.117802,66274,84021,88819,85279,63760,78102,85637,82657
12701,"Cincinnati",1954800,"OH",2010,81.17194,81.82508,81.88791,82.39371,88.11607,88.43698,88.14687,88.36192,75.30545,76.06007,79.80351,80.31984,85.10289,85.50004,88.29796,88.51452,1.106163,1.071238,1.412807,1.372925,1.127198,1.059677,1.620003,1.552514,.8871489,.8855057,1.080628,1.057541,1.067033,1.010765,1.221602,1.162943,66227,83726,89534,84529,63833,77872,86143,81578
12701,"Cincinnati",1954800,"OH",2011,80.38895,81.07348,85.35661,85.73067,87.45525,87.81505,90.48449,90.59829,76.22148,76.97491,81.75568,82.21445,85.35414,85.76187,85.4267,85.78584,1.150068,1.11784,1.23302,1.182712,1.225804,1.156407,1.094775,1.048333,.9237646,.9162374,1.050135,1.0148,1.18916,1.128932,1.744994,1.678282,65397,82463,88692,84943,62808,76384,84892,81604
12701,"Cincinnati",1954800,"OH",2012,82.67535,83.28302,84.51553,84.91512,86.32793,86.76356,90.7785,90.88194,74.6047,75.38753,78.05009,78.60123,84.83372,85.27415,85.85613,86.19393,1.002406,.9692401,1.170272,1.122682,1.494712,1.413726,.9753925,.93416,.8709732,.8686633,1.127393,1.121256,1.180965,1.12337,1.60769,1.541686,65063,81253,88239,85376,62945,75267,84470,81805
12701,"Cincinnati",1954800,"OH",2013,80.46528,81.13725,84.41669,84.81715,87.94946,88.28329,89.7797,89.9389,75.88354,76.67747,79.22146,79.76407,83.45663,83.96813,87.37508,87.66129,1.190679,1.152759,1.156459,1.112274,1.198299,1.124147,1.53619,1.470659,.8688957,.8578437,1.158726,1.136473,1.323575,1.267658,1.624784,1.547367,65286,79995,86829,85333,63573,74711,83116,81275
12701,"Cincinnati",1954800,"OH",2014,83.79128,84.3476,85.91511,86.26199,85.93142,86.39156,88.53975,88.73727,75.79615,76.57371,80.95642,81.45583,82.95858,83.50298,87.79559,88.05717,.9889607,.9534401,1.284707,1.23243,1.632348,1.549157,1.475651,1.413503,.9113061,.9001892,1.035726,1.004655,1.369998,1.316656,1.354824,1.285314,63902,77048,83050,84919,62751,72720,79536,79836
13101,"Louisville",1100767,"KY",2001,78.60161,79.17709,83.22276,83.68564,85.15212,85.51138,90.07003,90.23792,72.00756,72.66122,77.08905,77.64349,82.48402,82.87946,80.3061,80.77418,1.621192,1.586988,1.800082,1.735407,1.830819,1.756373,1.719086,1.637089,1.048374,1.059703,1.427608,1.412879,1.662866,1.61542,2.332926,2.310225,38629,44018,45454,42184,35417,41304,44166,40723
13101,"Louisville",1100767,"KY",2002,79.39182,79.9504,85.34206,85.72174,81.68439,82.18187,81.86005,82.37631,71.59506,72.25525,77.72964,78.28242,82.11111,82.52524,83.58984,83.98085,1.546757,1.513054,1.6395,1.572177,2.299553,2.240306,2.598358,2.552493,.951147,.9637274,1.461154,1.44313,1.751341,1.704354,2.295794,2.22711,40016,45573,46284,42243,36717,42578,44974,40878
13101,"Louisville",1100767,"KY",2003,78.7706,79.34242,84.82831,85.22909,84.15226,84.57345,86.77312,87.09155,72.43371,73.12225,78.41557,78.96397,78.25323,78.74104,82.89959,83.31924,1.657344,1.621691,1.501491,1.440059,2.46035,2.375105,2.259494,2.162189,1.015774,1.020639,1.41878,1.395016,1.746755,1.745026,2.28845,2.230147,40759,46274,47316,42577,37416,43029,45918,41142
13101,"Louisville",1100767,"KY",2004,81.34012,81.85905,84.54687,84.96638,81.99968,82.49267,86.05546,86.42566,72.82725,73.4986,83.25905,83.66451,81.26343,81.72152,86.30418,86.61652,1.533815,1.495656,1.527533,1.466335,2.19617,2.138084,2.632257,2.534388,1.048394,1.056669,1.12384,1.080303,2.034919,1.994985,2.098274,2.016317,41170,47361,48277,42648,37995,43936,46524,41133
13101,"Louisville",1100767,"KY",2005,79.50225,80.06506,84.23092,84.67572,88.59849,88.81282,86.00313,86.36359,73.7282,74.42223,78.32648,78.89021,81.40562,81.86176,83.57797,83.99302,1.615527,1.578483,1.756013,1.686854,1.40796,1.34588,2.571593,2.470279,1.130779,1.132968,1.551476,1.533437,1.83847,1.795257,2.373757,2.307096,41453,47795,48991,43136,38892,44446,46832,41715
13101,"Louisville",1100767,"KY",2006,80.34565,80.89999,85.59995,85.99104,87.50615,87.78548,90.38968,90.53745,73.45475,74.12811,79.77055,80.31752,85.69609,86.01515,89.27808,89.4325,1.640092,1.602165,1.556308,1.490518,1.691874,1.618043,1.353676,1.284975,1.051335,1.059472,1.437941,1.403091,1.668402,1.605928,1.147589,1.092136,41872,48034,49338,43418,39399,44598,47038,42073
13101,"Louisville",1100767,"KY",2007,78.15532,78.77214,81.88631,82.43716,86.79517,87.10244,88.07539,88.36465,76.71711,77.41455,81.29322,81.80978,86.31641,86.61287,85.96375,86.30095,1.588321,1.559761,1.774783,1.715899,1.881063,1.800562,2.61489,2.502416,1.131459,1.111909,1.296047,1.251226,1.470362,1.40908,1.96833,1.887465,43034,48759,49630,43036,41051,45158,47375,41352
13101,"Louisville",1100767,"KY",2008,81.1172,81.69816,86.98142,87.32771,80.59764,81.14237,89.63108,89.8281,73.87492,74.63028,79.96404,80.54743,84.62679,85.01011,87.27016,87.56178,1.476577,1.43163,1.317222,1.250381,2.269864,2.235592,1.777068,1.68764,1.026487,1.024359,1.461491,1.419857,1.611014,1.548155,1.753255,1.669922,43847,49702,49954,43033,42183,45847,47670,41196
13101,"Louisville",1100767,"KY",2009,80.7212,81.3468,85.78996,86.19871,87.25329,87.53959,89.1567,89.39243,72.27685,73.03104,81.39169,81.93788,81.39677,81.89883,85.55756,85.94399,1.424201,1.383194,1.255761,1.192002,1.349748,1.284965,1.867299,1.772417,.8582016,.8784955,1.324235,1.274612,1.695033,1.653869,2.209303,2.125347,44698,50645,51246,44030,43371,47087,48864,41925
13101,"Louisville",1100767,"KY",2010,79.64777,80.32697,85.12976,85.59289,86.95216,87.27863,88.30179,88.61729,74.20628,74.97054,80.58004,81.17168,83.51324,83.95116,86.94452,87.27957,1.365816,1.323308,1.545432,1.469406,1.738703,1.65779,2.911704,2.786547,1.049796,1.050144,1.435599,1.389428,1.616966,1.560011,2.059739,1.962985,44591,51093,51069,43287,43174,47616,48655,40859
13101,"Louisville",1100767,"KY",2011,79.84776,80.51527,82.06506,82.68027,87.39927,87.70207,93.05885,93.0936,76.60117,77.36157,82.43536,82.96425,83.22417,83.67666,84.60575,85.05228,1.540433,1.506067,1.708,1.645481,1.562307,1.488016,.5297027,.501026,1.06007,1.039506,1.294911,1.237767,1.644735,1.583559,2.344502,2.262519,43874,50829,50704,43643,42445,47028,48153,41240
13101,"Louisville",1100767,"KY",2012,80.74901,81.41586,85.89923,86.32868,88.5662,88.81303,86.8221,87.1855,74.2519,75.05563,80.95722,81.54852,84.26353,84.67591,84.31974,84.79082,1.408622,1.362939,1.260813,1.191142,1.408402,1.337881,2.171021,2.06848,1.023165,1.022313,1.283152,1.232266,1.514004,1.448254,2.48416,2.402096,43622,50233,51026,43536,42307,46535,48320,41348
13101,"Louisville",1100767,"KY",2013,79.27557,79.98415,82.43979,83.05884,87.49965,87.81152,91.18648,91.31647,74.47601,75.27058,78.04326,78.71696,85.45918,85.83288,85.26821,85.70074,1.4742,1.437609,1.953205,1.886328,1.617067,1.53922,1.281906,1.209509,1.036241,1.032233,1.371082,1.357742,1.514147,1.445346,2.322537,2.235783,43889,50079,50490,43241,43970,46830,47681,40868
13101,"Louisville",1100767,"KY",2014,81.52207,82.15922,85.81401,86.24794,87.69183,87.97514,87.95465,88.25945,75.1401,75.9445,79.52865,80.17481,84.14671,84.58273,88.46445,88.68202,1.343292,1.297402,1.289834,1.21991,1.357697,1.290243,2.063019,1.958761,1.011302,.999693,1.371299,1.334302,1.736215,1.670434,1.282394,1.209235,42669,48814,48858,43140,43612,45805,46226,40001
13501,"Toledo",834343,"OH",2001,76.14652,76.66927,83.99671,84.3824,85.99274,86.32042,81.7991,82.25449,74.28424,74.82543,79.25761,79.70521,77.89442,78.36013,82.32935,82.6615,1.959542,1.944937,2.094096,2.010737,2.179401,2.086524,3.16906,3.114872,1.421939,1.40694,1.820449,1.781168,1.859924,1.850449,2.32115,2.265646,25123,32418,34780,31286,21179,30753,37684,30938
13501,"Toledo",834343,"OH",2002,78.8314,79.29836,81.2505,81.73737,85.61202,85.94775,85.37868,85.72623,73.17142,73.70364,77.70472,78.17971,83.74019,84.07772,81.81182,82.17581,1.965725,1.925073,2.184604,2.121809,2.108284,2.017866,3.400409,3.303373,1.418455,1.414098,1.705712,1.684677,1.950754,1.887075,2.641148,2.590809,26524,33562,36127,30184,22071,32141,38852,29657
13501,"Toledo",834343,"OH",2003,81.31284,81.70763,83.46745,83.8624,82.62955,83.09963,87.44727,87.6795,74.92955,75.44881,78.52327,78.98689,78.70054,79.16113,87.18353,87.37667,1.893808,1.848238,2.067656,1.986956,2.545192,2.472229,2.625856,2.527207,1.441694,1.424111,1.731024,1.703398,1.912253,1.901367,2.043228,1.970443,27148,34824,37218,28899,23127,33423,39504,28106
