gnd,pctile,year,count,hh_inc,le_agg,le_raceadj,sd_le_agg,sd_le_raceadj
"F",28,2011,459358,30671.51,84.16528,84.18443,.5928857,.5796528
"F",28,2012,459766,30170.48,85.12334,85.10772,.5068884,.4973678
"F",28,2013,457317,29437.85,84.78107,84.77406,.5446868,.5342068
"F",28,2014,440381,28185.75,84.84879,84.85141,.5922719,.5796025
"F",29,2001,400679,35024.67,83.40259,83.43443,.6212909,.6047987
"F",29,2002,413470,35493.94,82.57036,82.61629,.6154414,.6001374
"F",29,2003,422690,35042.78,83.53564,83.55671,.5916705,.5773619
"F",29,2004,430159,34478.73,83.01923,83.05598,.6013697,.5852633
"F",29,2005,435864,34115.99,84.53648,84.54053,.5743296,.562222
"F",29,2006,441088,34187.24,83.3091,83.34029,.6314942,.6153515
"F",29,2007,445353,33986.31,85.41391,85.3974,.5182734,.5085756
"F",29,2008,450467,34006.94,85.68362,85.66213,.5054566,.4960386
"F",29,2009,461328,33404.81,84.39948,84.41456,.5435171,.5314509
"F",29,2010,461058,32565.25,85.18533,85.1904,.5048519,.4968744
"F",29,2011,459359,31682.73,85.07285,85.06956,.5307781,.5210029
"F",29,2012,459904,31164.58,84.1135,84.12178,.5121828,.5013094
"F",29,2013,457363,30423.09,85.4689,85.45397,.5331669,.5233741
"F",29,2014,440375,29128.64,85.19716,85.1767,.5188914,.5098165
"F",30,2001,400533,36112.76,83.34318,83.38097,.615124,.598635
"F",30,2002,413540,36596.87,83.87972,83.90462,.6100788,.5948666
"F",30,2003,422632,36118.61,84.12869,84.14616,.5837181,.5689052
"F",30,2004,430200,35539.31,84.35831,84.37299,.6096518,.5965844
"F",30,2005,435820,35165.3,84.7236,84.7269,.547249,.5359483
"F",30,2006,440956,35255.8,84.39439,84.40459,.5602599,.5484267
"F",30,2007,445500,35055.68,84.77658,84.77486,.5215642,.5102705
"F",30,2008,450579,35085.85,85.69946,85.68603,.4917978,.4825917
"F",30,2009,461321,34483.46,84.00434,84.02985,.5529856,.5405295
"F",30,2010,461124,33610.16,85.20334,85.21295,.5177729,.5075102
"F",30,2011,459420,32703.9,85.77803,85.76712,.4845499,.4752079
"F",30,2012,459914,32164.91,85.37685,85.37096,.513155,.5042313
"F",30,2013,457366,31416.71,84.6321,84.63592,.5584195,.5461005
"F",30,2014,440389,30080.31,84.89007,84.88891,.5758456,.5647814
"F",31,2001,400638,37209.6,83.6352,83.67517,.6308156,.6151515
"F",31,2002,413600,37708.17,83.93876,83.96921,.6193992,.6045158
"F",31,2003,422802,37204.28,84.69895,84.71145,.555909,.5430626
"F",31,2004,430195,36610.22,85.0876,85.09187,.5328788,.5210842
"F",31,2005,435946,36228.87,84.36462,84.37965,.5728083,.559445
"F",31,2006,440857,36337.65,85.14892,85.15207,.5428345,.5317958
"F",31,2007,445355,36139.25,85.77401,85.76116,.5007476,.4917044
"F",31,2008,450591,36179.54,84.80283,84.81537,.5254666,.5146359
"F",31,2009,461220,35573.15,85.23766,85.23888,.4832968,.4743553
"F",31,2010,461013,34670.53,85.08829,85.10341,.5179635,.5075609
"F",31,2011,459361,33733.73,85.87016,85.86718,.4901846,.481603
"F",31,2012,459987,33176.41,85.34667,85.33932,.5147598,.5053127
"F",31,2013,457357,32420.45,84.36253,84.37711,.5481194,.5363238
"F",31,2014,440461,31039.49,85.37231,85.36409,.5287054,.5190391
"F",32,2001,400559,38316.67,83.81038,83.85778,.6441604,.6270404
"F",32,2002,413481,38831.03,83.51371,83.56214,.6617436,.6453668
"F",32,2003,422703,38301.1,83.26916,83.31708,.6212322,.6051519
"F",32,2004,430118,37687.6,82.90543,82.96244,.6313992,.6148711
"F",32,2005,435800,37307.68,85.21432,85.22327,.5491602,.5373636
"F",32,2006,441073,37432.57,84.28693,84.30984,.5542281,.5411307
"F",32,2007,445305,37235.61,84.37069,84.39207,.5861042,.5729923
"F",32,2008,450632,37287.07,84.99638,85.00107,.5365769,.5249473
"F",32,2009,461377,36680.44,85.35142,85.3604,.5173257,.5066186
"F",32,2010,461060,35742.15,84.79064,84.82293,.558871,.5472044
"F",32,2011,459350,34778.92,84.66586,84.6889,.5420623,.5305831
"F",32,2012,459972,34201.19,86.08334,86.06731,.4660982,.4586296
"F",32,2013,457352,33434.95,85.54046,85.53311,.5189529,.5091621
"F",32,2014,440294,32010.07,85.80566,85.79112,.488458,.4794931
"F",33,2001,400624,39437.1,83.69881,83.74871,.6528124,.6358873
"F",33,2002,413529,39967.3,83.95261,83.99079,.6194086,.6031702
"F",33,2003,422688,39412.44,83.95506,83.99149,.5935128,.5790258
"F",33,2004,430295,38781.15,83.55775,83.60287,.6239165,.6085414
"F",33,2005,435968,38394.17,84.7438,84.75768,.5461323,.5335328
"F",33,2006,441060,38538.79,85.37846,85.38638,.5575851,.5452026
"F",33,2007,445448,38343.37,84.44939,84.47243,.600535,.5867652
"F",33,2008,450552,38408.66,85.34282,85.35174,.5557964,.5450985
"F",33,2009,461271,37809.12,85.12707,85.14352,.5253527,.5150958
"F",33,2010,461125,36833.65,84.93639,84.97075,.5581037,.545755
"F",33,2011,459397,35836.93,85.59203,85.60318,.5321576,.5230626
"F",33,2012,459880,35244.43,86.35516,86.33614,.4693813,.4630685
"F",33,2013,457408,34468.51,84.88147,84.89429,.5519115,.5404762
"F",33,2014,440394,32989.58,86.12646,86.11218,.5079663,.4977443
"F",34,2001,400543,40573.44,83.24331,83.30643,.6900438,.6710722
"F",34,2002,413608,41117.87,83.17457,83.23318,.6395567,.622611
"F",34,2003,422669,40535.78,83.76434,83.80749,.6365871,.6201614
"F",34,2004,430128,39885.9,83.70963,83.75329,.6030117,.5890046
"F",34,2005,435797,39494.05,84.57712,84.59994,.586315,.5722431
"F",34,2006,441023,39657.3,84.4629,84.49135,.6038598,.5897339
"F",34,2007,445484,39469.02,84.97864,84.99134,.5733947,.5608509
"F",34,2008,450596,39543.86,85.43622,85.44215,.5054426,.4957004
"F",34,2009,461323,38950.05,84.69687,84.72237,.5460538,.5346816
"F",34,2010,461151,37941.92,85.81818,85.83126,.5165438,.5069422
"F",34,2011,459481,36909.58,86.11179,86.10699,.4672627,.4584115
"F",34,2012,459953,36307.36,84.83049,84.85217,.5763397,.5638766
"F",34,2013,457348,35522.24,85.17992,85.18312,.5075144,.498256
"F",34,2014,440414,33982.6,85.0806,85.09457,.574882,.5635884
"F",35,2001,400704,41722.06,84.40336,84.44054,.6115505,.5969424
"F",35,2002,413567,42279.34,85.21319,85.22896,.5749589,.5609519
"F",35,2003,422705,41675.87,83.73962,83.78267,.6269978,.6100592
"F",35,2004,430269,41007.18,85.33639,85.3502,.5570022,.5447404
"F",35,2005,435861,40609.61,84.24987,84.27579,.5767081,.5622859
"F",35,2006,441113,40793.6,85.12262,85.1421,.5849488,.5712387
"F",35,2007,445530,40607.87,85.2048,85.21223,.549412,.5375665
"F",35,2008,450559,40697.87,85.77393,85.77576,.5155416,.5049934
"F",35,2009,461409,40110.43,85.07726,85.0937,.5129291,.502212
"F",35,2010,461078,39066.7,84.98367,85.01223,.5464202,.535553
"F",35,2011,459398,38000.84,85.16076,85.17712,.553254,.5421944
"F",35,2012,459699,37386.35,85.4305,85.4325,.5074885,.4964789
"F",35,2013,457377,36588.3,84.16717,84.19438,.5775943,.5654536
"F",35,2014,440415,34994.23,85.9934,85.98335,.5152665,.5056955
"F",36,2001,400656,42879.71,84.13293,84.17497,.6130022,.5973429
"F",36,2002,413522,43456.65,83.30737,83.36485,.6510108,.6322833
"F",36,2003,422802,42828.29,83.0486,83.11277,.6582176,.6414801
"F",36,2004,430176,42144.75,84.29102,84.32418,.5959052,.5808929
"F",36,2005,435948,41737.49,83.81933,83.86028,.6207443,.6045603
"F",36,2006,440961,41937.45,85.13821,85.15544,.5732636,.5608937
"F",36,2007,445391,41760.52,85.90344,85.90373,.5268055,.5167521
"F",36,2008,450630,41868.56,84.09102,84.12415,.5575897,.5442457
"F",36,2009,461388,41290.53,86.19807,86.1916,.4646423,.4558242
"F",36,2010,461172,40207.09,86.18181,86.18732,.4637876,.4557549
"F",36,2011,459450,39110.59,85.72585,85.73244,.5157385,.5058684
"F",36,2012,459911,38480.19,85.98204,85.97502,.5136603,.5043281
"F",36,2013,457395,37672.86,84.58149,84.60471,.5921209,.5799344
"F",36,2014,440389,36020.03,85.76389,85.76259,.5321082,.5214404
"F",37,2001,400569,44050.61,83.13107,83.20146,.660779,.641212
"F",37,2002,413597,44648.28,84.56168,84.59047,.5656773,.5530105
"F",37,2003,422656,43995.36,84.20588,84.2454,.6309175,.614974
"F",37,2004,430266,43296.25,84.12274,84.15765,.5991518,.5838036
"F",37,2005,435991,42878.83,84.68271,84.71354,.6440312,.6288543
"F",37,2006,441128,43098.2,83.71356,83.76379,.6442423,.6279815
"F",37,2007,445350,42932.84,85.41652,85.4241,.5572917,.5443619
"F",37,2008,450616,43055.95,85.24352,85.25333,.5231975,.5126535
"F",37,2009,461357,42487.71,85.15341,85.1747,.5301688,.5187039
"F",37,2010,461056,41366.79,85.42392,85.44806,.5251647,.5146378
"F",37,2011,459382,40235.87,85.23083,85.24984,.5333413,.5220998
"F",37,2012,459927,39593.57,85.27856,85.29295,.5586686,.5482786
"F",37,2013,457389,38782.54,85.32438,85.33024,.5404328,.5304842
"F",37,2014,440510,37065.2,86.07777,86.06859,.5193062,.5103228
"F",38,2001,400596,45233.92,82.80567,82.88802,.690522,.6714324
"F",38,2002,413634,45851.41,84.05971,84.1099,.6523205,.634791
"F",38,2003,422750,45172.66,84.13206,84.17692,.6264912,.6103741
"F",38,2004,430134,44461.05,84.14198,84.18319,.6250458,.6090939
"F",38,2005,435923,44039.61,84.02877,84.07092,.6186061,.6046692
"F",38,2006,440933,44276.26,84.91605,84.93719,.5628691,.5498264
"F",38,2007,445475,44118.86,85.63451,85.6426,.5479109,.536475
"F",38,2008,450723,44256.58,85.57124,85.58387,.5427739,.5314057
"F",38,2009,461353,43701.66,85.82381,85.83815,.5332174,.5233338
"F",38,2010,461106,42546.16,85.66313,85.68233,.4975888,.4870901
"F",38,2011,459391,41382.07,85.46587,85.47936,.5447204,.5339617
"F",38,2012,459922,40726.42,84.63523,84.66573,.5590709,.546584
"F",38,2013,457427,39909.66,84.83689,84.85312,.5648999,.5509399
"F",38,2014,440447,38134.6,85.47277,85.48228,.5681985,.5580757
"F",39,2001,400722,46431.88,82.97958,83.06095,.6596184,.6428438
"F",39,2002,413515,47068.7,83.65932,83.71879,.648542,.6319519
"F",39,2003,422729,46364.77,83.93436,83.9894,.6225826,.6067116
"F",39,2004,430313,45641.22,84.04654,84.09145,.6165684,.6011738
"F",39,2005,435937,45210.83,84.49014,84.52744,.5988302,.5837067
"F",39,2006,441123,45470.39,85.27411,85.29322,.5590979,.5467949
"F",39,2007,445559,45320.64,85.03683,85.05818,.6172438,.6029406
"F",39,2008,450586,45476.14,85.24158,85.26044,.5748399,.5620959
"F",39,2009,461363,44934.92,84.96922,85.00535,.5844941,.5714886
"F",39,2010,461136,43744.47,86.60589,86.61476,.5010906,.492517
"F",39,2011,459612,42548.35,85.45528,85.47257,.5285268,.5182562
"F",39,2012,459899,41881.56,85.51013,85.52542,.5362839,.525044
"F",39,2013,457464,41060.76,86.27914,86.26611,.4866191,.4784532
"F",39,2014,440486,39219.09,86.59918,86.58056,.4950218,.4861618
"F",40,2001,400628,47642.88,83.23786,83.31218,.6978164,.6789062
"F",40,2002,413602,48295.95,84.59757,84.63416,.5789249,.5636753
"F",40,2003,422788,47564.95,84.08299,84.13036,.614475,.5994929
"F",40,2004,430311,46833.76,85.01067,85.04298,.6362717,.6197764
"F",40,2005,436015,46396.86,85.23212,85.25383,.5674189,.5548294
"F",40,2006,441107,46677.78,84.59582,84.62878,.5867887,.5732521
"F",40,2007,445401,46539.7,84.51854,84.55456,.6030824,.5885166
"F",40,2008,450591,46715.34,85.78056,85.79106,.5423845,.531104
"F",40,2009,461450,46187.05,86.01336,86.02582,.5103239,.5006185
"F",40,2010,461162,44961.73,85.78167,85.80897,.5502346,.5397115
"F",40,2011,459376,43733.93,86.49186,86.48765,.4899207,.4806973
"F",40,2012,460027,43058.26,85.09497,85.11185,.553148,.5422171
"F",40,2013,457498,42229.59,85.03922,85.05657,.5690679,.5569159
"F",40,2014,440416,40327.3,85.92927,85.92899,.5455484,.5351911
"F",41,2001,400715,48863.2,84.55802,84.60197,.6055191,.5898523
"F",41,2002,413683,49534.75,84.01972,84.07386,.6549524,.6376747
"F",41,2003,422718,48777.92,83.98226,84.03492,.6190237,.6022786
"F",41,2004,430251,48037.27,84.5296,84.57633,.6555418,.6384926
"F",41,2005,435955,47596.13,84.17513,84.2201,.5971008,.5825039
"F",41,2006,441086,47895.58,84.51334,84.55407,.6052534,.5910061
"F",41,2007,445594,47770.72,85.39143,85.40906,.5734921,.5615651
"F",41,2008,450662,47970.01,85.56378,85.57838,.5619648,.5503787
"F",41,2009,461341,47455.21,86.70243,86.69598,.4512299,.4433463
"F",41,2010,461150,46200.17,85.50211,85.52828,.5303042,.5199417
"F",41,2011,459480,44939.55,86.05642,86.0658,.5113335,.5018785
"F",41,2012,460098,44259.55,86.57228,86.56821,.5074398,.4981826
"F",41,2013,457394,43419.94,85.4175,85.42692,.5366743,.5260994
"F",41,2014,440541,41458.14,86.32551,86.31868,.5156608,.5058216
"F",42,2001,400608,50094.11,83.61802,83.69009,.6652296,.6478648
"F",42,2002,413577,50784.46,83.74159,83.79977,.6299882,.613061
"F",42,2003,422797,50001.24,83.73178,83.79172,.6241005,.607682
"F",42,2004,430257,49250.69,83.20503,83.27917,.6539875,.6357953
"F",42,2005,435944,48806.47,85.08833,85.1161,.5843095,.5704334
"F",42,2006,441074,49127.76,84.78578,84.82055,.5858312,.5708671
"F",42,2007,445448,49016.05,85.53932,85.55573,.559943,.5479445
"F",42,2008,450781,49234.76,85.72173,85.73299,.5460963,.535069
"F",42,2009,461505,48742.6,85.16018,85.18906,.5486256,.5373275
"F",42,2010,461163,47456.29,85.74967,85.77608,.5431277,.5322599
"F",42,2011,459530,46167.49,86.00423,86.01074,.5155258,.506682
"F",42,2012,460011,45481.66,85.85212,85.86123,.5250685,.5144771
"F",42,2013,457470,44635.46,85.52525,85.53461,.5468856,.5359951
"F",42,2014,440490,42609.73,86.41708,86.40531,.497544,.4874786
"F",43,2001,400713,51331.17,84.08332,84.143,.6520321,.6338126
"F",43,2002,413639,52043.46,83.08202,83.15886,.6541258,.6371214
"F",43,2003,422753,51232.91,84.90919,84.94479,.5897542,.5754785
"F",43,2004,430210,50475.24,85.86333,85.88367,.5775043,.5642022
"F",43,2005,436017,50027.07,83.79176,83.85226,.6260734,.610408
"F",43,2006,441114,50374.04,84.88688,84.92142,.6159418,.6009772
"F",43,2007,445500,50271.71,85.53318,85.55172,.5829592,.5694714
"F",43,2008,450605,50516.95,85.72276,85.74275,.5689607,.5580588
"F",43,2009,461472,50044.91,85.06808,85.10457,.5685794,.5566155
"F",43,2010,461258,48728.18,85.15245,85.1891,.5469735,.535657
"F",43,2011,459603,47415.38,86.21537,86.22241,.5331116,.5236158
"F",43,2012,460130,46726.06,86.15849,86.16191,.5392861,.5293928
"F",43,2013,457504,45874.08,86.05235,86.04691,.5060827,.4970417
"F",43,2014,440579,43786.46,85.86122,85.86881,.5503002,.54125
"F",44,2001,400675,52583.99,83.07492,83.16757,.7112778,.6902426
"F",44,2002,413636,53315.06,82.88634,82.97792,.7230971,.7033519
"F",44,2003,422798,52480.86,84.48952,84.534,.6080148,.5920684
"F",44,2004,430373,51715.3,85.02888,85.06386,.5863917,.571908
"F",44,2005,435977,51260.04,83.94827,84.00377,.6309999,.6156558
"F",44,2006,441143,51632.24,85.82899,85.84936,.5691669,.5564912
"F",44,2007,445588,51541.05,86.13805,86.14848,.5603049,.5490046
"F",44,2008,450771,51813.25,87.1102,87.10493,.4995658,.4921307
"F",44,2009,461447,51357.57,85.21261,85.24605,.5565271,.5443178
"F",44,2010,461125,50011.77,86.6502,86.66295,.5290036,.5203927
"F",44,2011,459549,48683.27,86.52374,86.5242,.496244,.4874617
"F",44,2012,460080,47995.52,85.69231,85.70618,.5653461,.5545759
"F",44,2013,457570,47137.55,86.11699,86.11944,.5495383,.5396588
"F",44,2014,440539,44986.56,86.3662,86.36878,.5657341,.5561276
"F",45,2001,400730,53845.52,82.48369,82.59533,.7347438,.7131703
"F",45,2002,413600,54599.59,84.98889,85.03028,.5874246,.5735681
"F",45,2003,422826,53743.88,84.17989,84.24137,.6309912,.614421
"F",45,2004,430387,52962.84,84.93517,84.98389,.6489407,.6324142
"F",45,2005,435945,52509.95,85.64368,85.66821,.5733213,.5610644
"F",45,2006,441174,52902.54,85.50284,85.52611,.5580962,.5460262
"F",45,2007,445583,52821.24,85.81561,85.83109,.5525614,.5412714
"F",45,2008,450672,53123.87,86.11562,86.13158,.5527298,.5418625
"F",45,2009,461562,52686.9,86.28827,86.30327,.5100563,.5001959
"F",45,2010,461261,51307.29,86.52144,86.53972,.5253409,.5165178
"F",45,2011,459603,49968.03,85.70912,85.73592,.581083,.5694576
"F",45,2012,460135,49288.84,85.75991,85.78009,.5548983,.5425799
"F",45,2013,457526,48422.19,86.80636,86.79625,.5012178,.4927228
"F",45,2014,440513,46207.07,86.84978,86.83102,.4775471,.4700377
"F",46,2001,400698,55121.12,84.10816,84.17967,.6897091,.6696269
"F",46,2002,413723,55899.32,84.83453,84.88538,.6230135,.6079692
"F",46,2003,422839,55020.87,84.6777,84.73138,.6249797,.6095042
"F",46,2004,430264,54225.38,84.31593,84.37674,.6355948,.6190547
"F",46,2005,436107,53777.98,84.98792,85.02959,.6018417,.5874992
"F",46,2006,441120,54190.53,85.20727,85.2473,.6190487,.6047901
"F",46,2007,445514,54119.42,85.25742,85.29021,.5958689,.5827518
"F",46,2008,450762,54444.06,86.92154,86.92516,.4997458,.4914125
"F",46,2009,461494,54031.8,85.41897,85.45685,.5751977,.5641858
"F",46,2010,461249,52615.97,86.25648,86.28216,.5287445,.517983
"F",46,2011,459568,51269.37,86.14361,86.16069,.5292842,.5193985
"F",46,2012,460198,50597.63,86.03462,86.05417,.5395596,.5297754
"F",46,2013,457509,49726.74,85.30717,85.33374,.6070389,.5949921
"F",46,2014,440587,47447.39,86.28009,86.28603,.5474635,.5369896
"F",47,2001,400750,56411.13,82.95315,83.06207,.7075,.6897341
"F",47,2002,413676,57213.45,84.7878,84.84357,.6405912,.6244821
"F",47,2003,422769,56307.42,84.23202,84.29734,.6282498,.613051
"F",47,2004,430322,55501.5,85.33571,85.37707,.5700168,.5574233
"F",47,2005,436046,55055.5,85.39833,85.44083,.630869,.6158706
"F",47,2006,441187,55490.72,85.79124,85.81964,.5680032,.5553253
"F",47,2007,445505,55435.24,85.88312,85.91004,.5792282,.5672416
"F",47,2008,450734,55786.98,86.45275,86.46238,.5305541,.5199404
"F",47,2009,461443,55389.81,86.15633,86.18362,.5535226,.5423232
"F",47,2010,461257,53939,86.38857,86.41985,.5530328,.5437268
"F",47,2011,459649,52588.49,86.95191,86.95741,.501186,.4927867
"F",47,2012,460112,51925.66,86.15746,86.17513,.5502126,.540447
"F",47,2013,457537,51051.75,86.61018,86.61715,.5322816,.523625
"F",47,2014,440511,48710.13,86.7113,86.70936,.5236181,.515431
"F",48,2001,400767,57714.86,84.3884,84.4639,.6731387,.6565318
"F",48,2002,413753,58540.85,84.44623,84.51659,.6715885,.6543614
"F",48,2003,422858,57613.45,85.33601,85.37777,.5826887,.568909
"F",48,2004,430365,56795.19,85.46864,85.50553,.5593344,.5465415
"F",48,2005,436016,56349.76,85.7285,85.76345,.5801675,.5679948
"F",48,2006,441220,56809.07,84.93494,84.98312,.5957427,.5814409
"F",48,2007,445644,56766.32,84.37235,84.43172,.6586382,.6428732
"F",48,2008,450736,57151.83,86.78522,86.79391,.5212084,.5123789
"F",48,2009,461605,56771.71,85.60658,85.63963,.5533588,.5412445
"F",48,2010,461321,55280.06,86.54868,86.57655,.5343215,.5241384
"F",48,2011,459597,53924.65,87.31165,87.31179,.4878185,.480113
"F",48,2012,460232,53270.71,86.27183,86.28716,.560864,.5510269
"F",48,2013,457637,52396.23,86.42808,86.42493,.5128023,.5047979
"F",48,2014,440682,49996.44,87.18657,87.17551,.496474,.4893774
"F",49,2001,400770,59037.24,84.22298,84.30189,.6644764,.6473793
"F",49,2002,413659,59884.41,85.1302,85.18196,.6179912,.6022499
"F",49,2003,422838,58935.35,84.65656,84.71611,.6486878,.633548
"F",49,2004,430402,58100.16,84.80679,84.86702,.6813224,.66394
"F",49,2005,436065,57659.37,85.88469,85.91811,.6057757,.5931614
"F",49,2006,441209,58144.55,85.93927,85.96935,.5608684,.5484641
"F",49,2007,445566,58126.82,85.45481,85.48542,.6006818,.5879264
"F",49,2008,450816,58538.02,86.17297,86.1919,.5753667,.5639265
"F",49,2009,461581,58182.97,86.909,86.91602,.4926847,.4841124
"F",49,2010,461226,56647.81,85.29726,85.34581,.5966542,.5852405
"F",49,2011,459693,55279.77,86.72734,86.73531,.5085549,.5017887
"F",49,2012,460169,54637.45,86.27918,86.29261,.5343593,.5253457
"F",49,2013,457654,53766.37,87.08263,87.07868,.5226798,.5156071
"F",49,2014,440549,51306.8,86.23042,86.24073,.5496218,.5413263
"F",50,2001,400738,60369.19,83.92199,84.0073,.6815174,.6629166
"F",50,2002,413731,61243.98,83.85938,83.9422,.6924857,.6746334
"F",50,2003,422835,60269.54,84.75469,84.81189,.6556516,.6406559
"F",50,2004,430369,59423.89,85.04154,85.09488,.6672658,.6518499
"F",50,2005,436143,58986.96,85.79373,85.82606,.5851147,.5730977
"F",50,2006,441201,59505.88,86.51553,86.53423,.5355697,.525847
"F",50,2007,445621,59509.03,85.75123,85.77848,.6082419,.5962185
"F",50,2008,450761,59945.81,85.19255,85.23134,.6056239,.5920932
"F",50,2009,461534,59615.21,86.80556,86.81108,.502098,.4945457
"F",50,2010,461355,58039.94,87.06129,87.0703,.4979268,.4892464
"F",50,2011,459612,56654.92,86.80478,86.80665,.5025678,.4944772
"F",50,2012,460260,56023.44,86.61684,86.61714,.5344729,.5258791
"F",50,2013,457530,55159.71,85.9103,85.92771,.5732636,.5633249
"F",50,2014,440591,52638.07,87.17191,87.1602,.5260203,.5199772
