gnd,pctile,year,count,hh_inc,le_agg,le_raceadj,sd_le_agg,sd_le_raceadj
"F",51,2002,413787,62617.13,85.51656,85.56123,.6526003,.6367677
"F",51,2003,422957,61615.12,84.80016,84.8562,.6671947,.6501589
"F",51,2004,430374,60764.79,84.6632,84.72314,.6755337,.659726
"F",51,2005,436111,60338.05,84.34313,84.40085,.6801478,.663366
"F",51,2006,441223,60888.77,85.57712,85.60982,.6019539,.5897565
"F",51,2007,445631,60910.96,85.96942,85.98801,.5910014,.5797748
"F",51,2008,450766,61380.14,86.92056,86.92484,.5473036,.5381188
"F",51,2009,461525,61073.41,87.11505,87.11369,.4926057,.4847159
"F",51,2010,461350,59459.34,86.86794,86.87918,.5133783,.505657
"F",51,2011,459659,58048.04,86.62747,86.63435,.5370343,.528477
"F",51,2012,460231,57434.83,85.90908,85.92381,.5725189,.5639625
"F",51,2013,457642,56576.7,85.96461,85.97284,.5777971,.5683791
"F",51,2014,440622,53991.41,87.4361,87.41007,.4794168,.4737982
"F",52,2001,400862,63086.96,83.32749,83.42319,.7167098,.6972978
"F",52,2002,413803,64007.48,85.58057,85.61989,.6183244,.6041062
"F",52,2003,422952,62981.89,84.82366,84.87288,.6690648,.6532777
"F",52,2004,430487,62126.26,84.97219,85.02144,.6688562,.6526638
"F",52,2005,436079,61713.75,84.64861,84.70238,.6806689,.6646529
"F",52,2006,441155,62294.84,85.15411,85.18826,.610553,.5965226
"F",52,2007,445629,62335.61,86.12435,86.14092,.6126197,.5999606
"F",52,2008,450882,62832.53,85.93523,85.94788,.5717624,.5607528
"F",52,2009,461536,62554.77,86.45195,86.4586,.5405923,.5314069
"F",52,2010,461286,60907.73,85.71558,85.7495,.6148325,.6032394
"F",52,2011,459680,59470.14,87.44318,87.43072,.5071454,.500975
"F",52,2012,460263,58873.05,86.0883,86.09874,.5630074,.5542222
"F",52,2013,457689,58020.84,87.29357,87.26657,.4830059,.4780507
"F",52,2014,440615,55376.06,87.70961,87.68106,.4772235,.4723499
"F",53,2001,400819,64466.49,83.39182,83.48063,.7523544,.7321008
"F",53,2002,413679,65417.38,84.82162,84.87477,.6756335,.6578847
"F",53,2003,422860,64365.35,85.74438,85.76859,.6150622,.6014467
"F",53,2004,430385,63508.36,85.55129,85.57867,.6041568,.5902234
"F",53,2005,436090,63104.19,85.36951,85.395,.637785,.6240524
"F",53,2006,441324,63718.2,86.14476,86.15704,.5979745,.5868208
"F",53,2007,445562,63778.87,85.85391,85.86442,.612421,.6011713
"F",53,2008,450881,64306.55,86.14953,86.1555,.6056488,.5949771
"F",53,2009,461632,64054.59,86.14811,86.15958,.5660489,.5566056
"F",53,2010,461293,62373.89,86.98011,86.97614,.5056368,.4985017
"F",53,2011,459711,60921.57,86.81133,86.80425,.5407241,.5342891
"F",53,2012,460265,60339.12,86.71379,86.70906,.5795124,.5712712
"F",53,2013,457648,59496.86,86.81136,86.7933,.5399841,.533421
"F",53,2014,440664,56783.23,87.52711,87.49102,.4870358,.4818912
"F",54,2001,400769,65866.49,84.69673,84.74629,.6714198,.6535404
"F",54,2002,413823,66838.46,85.50201,85.52911,.6080806,.5942882
"F",54,2003,422943,65767.81,84.3381,84.38803,.6860283,.6682698
"F",54,2004,430461,64906.68,84.69319,84.74083,.6851504,.6687871
"F",54,2005,436182,64516.56,85.34926,85.37639,.6609887,.6463873
"F",54,2006,441250,65159.99,86.34439,86.3473,.5848686,.5736971
"F",54,2007,445675,65240.24,86.01224,86.01429,.6068407,.5956358
"F",54,2008,450823,65799.39,86.72603,86.71413,.5323667,.5247557
"F",54,2009,461568,65576.2,85.94781,85.95742,.5649566,.5564053
"F",54,2010,461381,63866.93,86.19283,86.20352,.5844136,.5744934
"F",54,2011,459751,62398.79,86.68279,86.667,.5375894,.5299168
"F",54,2012,460307,61831.57,86.6386,86.62212,.5507231,.5437198
"F",54,2013,457731,60997.57,87.24625,87.21033,.5311005,.5253706
"F",54,2014,440656,58221.72,87.19111,87.15979,.557447,.5526807
"F",55,2001,400822,67279.45,84.42146,84.47797,.7336715,.7142403
"F",55,2002,413714,68277.72,84.53214,84.57659,.7022393,.6849622
"F",55,2003,422976,67184.18,85.00864,85.03725,.6384372,.6243885
"F",55,2004,430400,66325.14,84.89223,84.9212,.6587561,.6446096
"F",55,2005,436079,65947.33,85.09458,85.11581,.6512527,.638815
"F",55,2006,441303,66624.38,85.70756,85.71723,.634121,.6215965
"F",55,2007,445665,66720.71,85.23006,85.23848,.6278481,.6164069
"F",55,2008,450848,67311.64,86.55692,86.54033,.5454039,.5365271
"F",55,2009,461588,67129.63,86.53883,86.52574,.5334177,.5253912
"F",55,2010,461289,65391.68,87.36247,87.34824,.5137011,.506971
"F",55,2011,459675,63902.91,86.91925,86.89442,.5233136,.5150252
"F",55,2012,460321,63349.89,86.54509,86.52765,.5845748,.5766569
"F",55,2013,457693,62527.74,86.79468,86.7644,.5675963,.5612102
"F",55,2014,440649,59685.06,86.43349,86.41064,.6100532,.6016338
"F",56,2001,400776,68711.67,83.74593,83.80921,.7119742,.695385
"F",56,2002,413792,69733.15,83.8056,83.85755,.7387065,.7204925
"F",56,2003,422931,68623.07,85.53651,85.55219,.6359584,.6220971
"F",56,2004,430490,67763.22,84.88852,84.91736,.6811336,.6661775
"F",56,2005,436144,67397.2,85.57179,85.57813,.6283951,.6176453
"F",56,2006,441231,68106.79,85.82863,85.82883,.6309607,.6205907
"F",56,2007,445706,68219.39,86.83991,86.81759,.5508437,.5436798
"F",56,2008,450836,68851.63,86.61928,86.59741,.5542894,.5467473
"F",56,2009,461665,68703.21,86.93465,86.90868,.5089626,.5036434
"F",56,2010,461313,66928.38,86.74557,86.73434,.5704985,.5639436
"F",56,2011,459705,65437.35,87.35771,87.3197,.5136974,.5078031
"F",56,2012,460233,64892.98,87.55085,87.50011,.4757168,.4724509
"F",56,2013,457695,64086.5,86.40419,86.3726,.5856755,.5779609
"F",56,2014,440719,61183.42,86.78276,86.74536,.6062977,.5997089
"F",57,2001,400863,70159.48,83.37095,83.43881,.7414541,.7226683
"F",57,2002,413749,71212.24,86.56892,86.56575,.6033926,.5913007
"F",57,2003,422928,70078.46,84.46763,84.50028,.7221607,.7066558
"F",57,2004,430453,69217.03,84.55598,84.5841,.6997857,.6840643
"F",57,2005,436163,68868.31,85.44849,85.45128,.6292807,.6177741
"F",57,2006,441281,69606.74,86.75032,86.7323,.5790907,.5695093
"F",57,2007,445690,69742.43,86.98439,86.95498,.5701668,.5619383
"F",57,2008,450834,70412.17,86.49525,86.4758,.6000609,.5910763
"F",57,2009,461621,70291.43,87.19818,87.16579,.5210136,.5153488
"F",57,2010,461389,68484.88,86.47545,86.46507,.5985763,.5895426
"F",57,2011,459746,66993.59,86.73631,86.7068,.5805334,.5722608
"F",57,2012,460352,66459.1,87.36195,87.31232,.5142719,.5105031
"F",57,2013,457665,65662.88,86.57206,86.53081,.5715714,.5663992
"F",57,2014,440714,62711.68,87.68186,87.62342,.5155798,.5123336
"F",58,2001,400881,71630.51,84.11744,84.16232,.7343185,.7156736
"F",58,2002,413833,72709.66,84.70175,84.72803,.7235463,.706221
"F",58,2003,422917,71556.42,84.94627,84.96012,.67014,.6553313
"F",58,2004,430496,70695.56,84.39526,84.42589,.7285604,.7126637
"F",58,2005,436140,70360.12,85.28505,85.28977,.6468627,.6336941
"F",58,2006,441338,71128.41,84.93756,84.94587,.6812687,.6665152
"F",58,2007,445606,71294.48,85.77293,85.75621,.6309688,.6194614
"F",58,2008,450844,71988.49,86.85622,86.82435,.5617357,.553744
"F",58,2009,461716,71898.63,86.05347,86.03317,.6044974,.5952244
"F",58,2010,461433,70062.33,88.14056,88.10043,.4841596,.4808308
"F",58,2011,459729,68571.16,87.01334,86.97243,.5680201,.5617481
"F",58,2012,460369,68048.49,87.91947,87.85959,.4687072,.4668532
"F",58,2013,457743,67263.28,88.26113,88.19637,.477234,.4729045
"F",58,2014,440776,64262.5,87.93073,87.86588,.5052085,.5026812
"F",59,2001,400900,73121.61,85.07718,85.10507,.6873194,.6703125
"F",59,2002,413813,74227.39,85.03589,85.05633,.7042623,.6885446
"F",59,2003,423023,73053.56,84.95147,84.96729,.6800539,.6630878
"F",59,2004,430519,72192.74,85.22263,85.23301,.6964555,.6815366
"F",59,2005,436140,71870.52,85.60699,85.60056,.6208687,.6087705
"F",59,2006,441335,72684.3,86.57751,86.55457,.6131118,.603372
"F",59,2007,445789,72863.22,86.87576,86.84179,.5722235,.5656593
"F",59,2008,450956,73582.92,88.0734,88.02518,.5066918,.5006361
"F",59,2009,461602,73524.72,87.29225,87.25149,.5190164,.5130829
"F",59,2010,461373,71659.66,86.93334,86.90275,.5598967,.5544371
"F",59,2011,459691,70177.2,87.79752,87.74721,.5333797,.5296756
"F",59,2012,460346,69665.38,87.19744,87.15028,.59289,.5876718
"F",59,2013,457756,68889.31,87.02831,86.97464,.5948968,.5882694
"F",59,2014,440726,65833.41,87.313,87.25097,.5507125,.5467601
"F",60,2001,400888,74632.3,83.69164,83.74773,.770672,.749578
"F",60,2002,413790,75769.3,84.35781,84.38686,.7126114,.6948387
"F",60,2003,423056,74570.72,83.77382,83.81065,.7475728,.7310818
"F",60,2004,430512,73715.28,85.84422,85.83791,.6220132,.6097921
"F",60,2005,436203,73406.18,85.15919,85.15746,.6637589,.650188
"F",60,2006,441306,74261.1,85.3529,85.34988,.6778021,.6642165
"F",60,2007,445710,74454.31,87.01607,86.97984,.5756058,.5663686
"F",60,2008,450942,75205.46,86.27146,86.24512,.6487013,.6382775
"F",60,2009,461721,75178.8,87.11828,87.07979,.5788158,.5717143
"F",60,2010,461456,73282.48,86.38168,86.36027,.6147957,.6058143
"F",60,2011,459807,71808.88,87.32265,87.27515,.5650666,.5608299
"F",60,2012,460428,71308.39,87.08241,87.03379,.5950335,.5892042
"F",60,2013,457783,70539.3,87.65954,87.59425,.5117981,.508474
"F",60,2014,440782,67433.15,86.69069,86.63441,.6152183,.6099728
"F",61,2001,400867,76170.42,83.54073,83.60054,.7772613,.7590561
"F",61,2002,413810,77334.16,85.27147,85.28391,.6879981,.67245
"F",61,2003,422971,76111.22,85.18918,85.19956,.6887324,.6751623
"F",61,2004,430450,75251.45,86.85069,86.83246,.5986657,.5888584
"F",61,2005,436225,74974.86,86.58129,86.5635,.6264471,.6165612
"F",61,2006,441380,75858.52,86.38061,86.35775,.6394951,.6299642
"F",61,2007,445747,76071.41,86.92981,86.89075,.5648938,.556757
"F",61,2008,450887,76858.96,86.84805,86.80994,.5686289,.5599751
"F",61,2009,461729,76860.06,86.00202,85.97742,.6279331,.618066
"F",61,2010,461456,74929.69,87.23493,87.19995,.559792,.5547173
"F",61,2011,459829,73466.24,88.04571,87.98846,.4907722,.4869328
"F",61,2012,460393,72976.48,86.96722,86.91373,.5533581,.550218
"F",61,2013,457804,72215.67,87.15993,87.0983,.5504721,.5455392
"F",61,2014,440787,69064.89,87.2908,87.2287,.5748205,.5705333
"F",62,2001,400904,77734.2,85.67467,85.6854,.6653261,.6506123
"F",62,2002,413811,78923.78,85.77501,85.78229,.695513,.6794719
"F",62,2003,423065,77678.12,85.80475,85.799,.6177852,.6051874
"F",62,2004,430534,76818.32,85.73788,85.73845,.6603628,.6469012
"F",62,2005,436188,76575.34,86.52804,86.51043,.6177333,.6079848
"F",62,2006,441353,77480.45,85.64936,85.63873,.670904,.65714
"F",62,2007,445775,77719.94,86.932,86.89454,.5829884,.5753094
"F",62,2008,450985,78535,87.58292,87.53741,.5519171,.544104
"F",62,2009,461739,78570.09,86.99693,86.95683,.5701354,.5639162
"F",62,2010,461467,76604.99,87.8723,87.82899,.5242289,.5197828
"F",62,2011,459819,75155.41,86.83642,86.79628,.5885139,.5828446
"F",62,2012,460433,74675.26,86.80324,86.76079,.6705415,.6630114
"F",62,2013,457816,73921.63,87.63553,87.5725,.5334037,.5291241
"F",62,2014,440778,70725.6,87.30512,87.24382,.5854113,.5799489
"F",63,2001,400882,79325.41,83.95596,84.00668,.7680469,.7486062
"F",63,2002,413898,80536.94,85.2365,85.24939,.6560144,.6408433
"F",63,2003,423050,79272.86,86.50284,86.49455,.6293462,.6178004
"F",63,2004,430525,78416.31,84.63095,84.64931,.6759411,.6624328
"F",63,2005,436241,78202.59,85.78346,85.77629,.6607999,.6498274
"F",63,2006,441407,79133.18,85.5509,85.54906,.7309937,.7158365
"F",63,2007,445779,79394.07,87.54338,87.5018,.5839133,.5774086
"F",63,2008,450948,80239.19,87.49173,87.45131,.5745186,.5683477
"F",63,2009,461721,80311.45,87.63425,87.58672,.5094623,.5053658
"F",63,2010,461487,78312.47,88.57462,88.52408,.4676169,.4641021
"F",63,2011,459781,76871.43,88.20434,88.14407,.4821108,.4789287
"F",63,2012,460469,76404.62,87.61984,87.56012,.5577716,.5537295
"F",63,2013,457796,75659.24,88.30775,88.24087,.5147888,.511721
"F",63,2014,440816,72411.54,88.09496,88.02715,.5070174,.5037384
"F",64,2001,400868,80945.09,84.39982,84.438,.7421592,.7238854
"F",64,2002,413859,82185.71,84.42268,84.45743,.7283878,.7111216
"F",64,2003,422991,80896.2,85.5155,85.52002,.6639415,.6497112
"F",64,2004,430546,80037.33,85.73342,85.73512,.7050509,.69005
"F",64,2005,436246,79856.47,86.6552,86.63597,.6220132,.6104326
"F",64,2006,441263,80811.15,87.66234,87.62814,.5833424,.5757455
"F",64,2007,445748,81094.08,86.14696,86.12468,.6604425,.6482657
"F",64,2008,450965,81978.42,86.69707,86.66236,.6036785,.5954463
"F",64,2009,461767,82086.9,87.49055,87.44833,.5351005,.5288711
"F",64,2010,461474,80055.82,86.45402,86.42831,.5938903,.5851672
"F",64,2011,459866,78623.56,88.63898,88.5797,.4617869,.4594578
"F",64,2012,460382,78167.71,86.99243,86.94409,.6147913,.6088883
"F",64,2013,457870,77434.86,88.96664,88.89455,.4487758,.4477351
"F",64,2014,440799,74128.85,87.90098,87.83326,.5467535,.5435562
"F",65,2001,400955,82592.74,84.03656,84.08779,.7550896,.7360793
"F",65,2002,413973,83868.39,84.7356,84.76488,.752176,.7335971
"F",65,2003,423066,82554.13,85.49295,85.50291,.69011,.6753645
"F",65,2004,430581,81681.39,83.99007,84.02562,.7339895,.7171745
"F",65,2005,436235,81538.3,84.09798,84.12598,.7344558,.7183739
"F",65,2006,441391,82525.47,85.99448,85.97897,.6563259,.6441375
"F",65,2007,445797,82829.86,86.61924,86.59024,.655926,.6463187
"F",65,2008,450979,83755.35,86.65254,86.62227,.6264619,.6178624
"F",65,2009,461742,83905.73,87.77925,87.73656,.5415369,.5364317
"F",65,2010,461472,81841.98,87.09419,87.07185,.6557321,.6460233
"F",65,2011,459814,80415.39,87.61023,87.56074,.5375864,.5318976
"F",65,2012,460421,79966.38,88.25026,88.19091,.5165784,.5140874
"F",65,2013,457793,79255.45,87.22041,87.16244,.5902302,.5828922
"F",65,2014,440753,75884.12,88.0197,87.94992,.5209047,.5173269
"F",66,2001,400905,84280.49,85.83321,85.85204,.7184443,.7011958
"F",66,2002,413857,85590.41,85.34625,85.36732,.7103961,.6933727
"F",66,2003,423083,84246.39,85.97234,85.97378,.6774044,.6629297
"F",66,2004,430570,83363.22,86.48856,86.48366,.6591958,.6461533
"F",66,2005,436324,83250.12,86.74196,86.72507,.6499444,.6386758
"F",66,2006,441484,84273.99,87.46579,87.43265,.5541437,.5453705
"F",66,2007,445840,84603.52,86.19856,86.17764,.6673095,.6567922
"F",66,2008,451008,85570.95,86.87622,86.84442,.6122722,.6036313
"F",66,2009,461699,85771.7,87.38212,87.34427,.5756882,.5690765
"F",66,2010,461501,83668.6,88.28004,88.23981,.5481288,.544179
"F",66,2011,459894,82244.39,86.9291,86.88894,.6142296,.6067247
"F",66,2012,460459,81809,86.82449,86.7771,.644244,.6363568
"F",66,2013,457823,81114.74,87.48914,87.43268,.5948668,.5898621
"F",66,2014,440808,77678.75,87.98376,87.92083,.5849789,.5808217
"F",67,2001,400858,86004.05,85.74137,85.76389,.7192243,.7003731
"F",67,2002,413934,87351.31,84.23806,84.28618,.7966769,.7759569
"F",67,2003,423035,85976.99,83.51016,83.56413,.7712881,.7512398
"F",67,2004,430510,85076.48,86.07298,86.07177,.6993653,.6856542
"F",67,2005,436243,85000.6,86.92001,86.89909,.5956011,.5880382
"F",67,2006,441372,86058.5,86.16463,86.15687,.7156178,.7028871
"F",67,2007,445829,86418.26,86.55525,86.52908,.6484863,.6384054
"F",67,2008,450946,87437.9,87.00616,86.96946,.5717943,.5648828
"F",67,2009,461801,87675.17,86.64431,86.61723,.5997315,.5936349
"F",67,2010,461525,85531.29,86.99377,86.96739,.579804,.5723957
"F",67,2011,459831,84117.78,87.94915,87.9014,.5718705,.5664455
"F",67,2012,460441,83696.7,86.53637,86.49907,.664677,.6574381
"F",67,2013,457929,83012.54,88.77732,88.71053,.4727358,.4698689
"F",67,2014,440824,79512.94,87.18453,87.1219,.5809094,.5766403
"F",68,2001,400958,87770.11,83.96764,84.0261,.7995691,.7792488
"F",68,2002,413915,89157.16,82.89247,82.97024,.8125225,.7893021
"F",68,2003,423105,87745.99,85.83685,85.84299,.6878777,.6732851
"F",68,2004,430583,86833.58,84.38609,84.42267,.7865316,.7672781
"F",68,2005,436257,86785.79,86.33623,86.32963,.6976299,.6863803
"F",68,2006,441418,87885.78,86.61772,86.60447,.6994591,.6891105
"F",68,2007,445781,88273.19,86.63223,86.60468,.6206258,.6125383
"F",68,2008,450998,89346.83,88.05932,88.01721,.5669894,.5599695
"F",68,2009,461781,89617.95,87.80585,87.76522,.5434812,.5390699
"F",68,2010,461478,87434.44,87.50765,87.47516,.5643396,.5596356
"F",68,2011,459842,86033.38,87.02175,86.98279,.6444324,.6358936
"F",68,2012,460484,85624.91,88.54523,88.48561,.510994,.5082011
"F",68,2013,457879,84956.18,87.00168,86.95358,.6395621,.6313123
"F",68,2014,440882,81396.71,88.17879,88.11372,.535889,.5327715
"F",69,2001,400930,89579.43,86.0401,86.0586,.7369856,.7210655
"F",69,2002,413901,91010.16,84.64426,84.68085,.7975562,.7783601
"F",69,2003,423146,89563.83,84.47332,84.50627,.7821472,.7638287
"F",69,2004,430633,88629.72,85.60373,85.61494,.7520201,.7382612
"F",69,2005,436225,88613.37,86.12327,86.11409,.6815292,.6692877
"F",69,2006,441545,89755.9,85.54862,85.54242,.6857767,.6747351
"F",69,2007,445873,90184.6,86.87836,86.84975,.6568155,.6466944
"F",69,2008,451049,91299.45,87.65867,87.61916,.6060237,.5991364
"F",69,2009,461826,91609.71,86.66978,86.64205,.6207247,.6110547
"F",69,2010,461612,89378.52,88.21831,88.17474,.5110816,.5083693
"F",69,2011,459898,88001.84,88.20393,88.15012,.5407216,.5372584
"F",69,2012,460549,87602.25,87.48947,87.43857,.5956564,.5915539
"F",69,2013,457847,86949.98,88.60734,88.5451,.5642963,.5620253
"F",69,2014,440854,83319.44,88.6227,88.55308,.4942232,.4931773
"F",70,2001,400977,91439.09,84.56482,84.60571,.7768423,.7568057
"F",70,2002,413963,92922.55,84.29561,84.33702,.8078323,.7869546
"F",70,2003,423076,91430.98,85.67346,85.67956,.7392107,.7243274
"F",70,2004,430509,90472.97,86.50439,86.49393,.687961,.6773455
"F",70,2005,436371,90485.73,86.19325,86.18306,.693055,.6804587
"F",70,2006,441480,91675.7,86.04989,86.03802,.7134256,.7006509
"F",70,2007,445892,92144.59,84.8497,84.85078,.7626784,.7458841
"F",70,2008,451056,93298.46,87.58525,87.5442,.5970858,.5911192
"F",70,2009,461843,93655.43,87.66044,87.61941,.5929253,.5874602
"F",70,2010,461540,91370.97,87.08614,87.05295,.6037266,.5990795
"F",70,2011,459819,90021.09,87.84333,87.79376,.5724015,.5692664
"F",70,2012,460491,89632.34,89.02094,88.95406,.4827499,.4836285
"F",70,2013,457845,88994.14,88.24213,88.17561,.5460523,.5443316
"F",70,2014,440858,85293.9,87.73888,87.67342,.6256346,.6217356
"F",71,2001,400970,93356.59,85.50905,85.52692,.7694467,.7507904
"F",71,2002,413954,94889.52,85.51501,85.52784,.7888873,.7728544
"F",71,2003,423155,93349.73,86.80049,86.7844,.6331763,.6227335
"F",71,2004,430669,92368.42,86.02758,86.01922,.6775006,.6659339
"F",71,2005,436309,92411.31,87.43281,87.39546,.5926034,.5846388
"F",71,2006,441423,93648.36,86.53162,86.50845,.7019939,.690407
"F",71,2007,445863,94150.81,86.21754,86.18975,.7187583,.7096641
"F",71,2008,450988,95353.48,87.91549,87.86582,.582297,.5770155
"F",71,2009,461805,95759.69,88.09397,88.04156,.5565001,.5511897
"F",71,2010,461611,93420.5,87.90293,87.85356,.5549202,.5519515
"F",71,2011,459863,92088.24,87.83691,87.78068,.6011144,.5965762
"F",71,2012,460565,91719.47,88.15344,88.08426,.5465896,.5440382
"F",71,2013,457888,91099.56,89.11199,89.03205,.4628545,.4623487
"F",71,2014,440863,87326.49,88.70738,88.62788,.5175444,.5182893
"F",72,2001,400961,95330.33,84.18776,84.22825,.7952971,.7762783
"F",72,2002,413983,96921.47,85.71798,85.71839,.7200096,.7065166
"F",72,2003,423192,95330.35,84.82688,84.84,.7244387,.709469
"F",72,2004,430583,94322.13,85.17631,85.18071,.7665756,.7504193
"F",72,2005,436354,94387.6,85.78851,85.77364,.7450321,.7318743
"F",72,2006,441464,95672.25,86.82747,86.7935,.6819888,.67414
"F",72,2007,445882,96214.76,85.97001,85.93587,.6865922,.677693
"F",72,2008,451085,97468.88,85.39314,85.3733,.7641734,.7515603
"F",72,2009,461808,97927.28,87.85839,87.79916,.5648546,.5616002
"F",72,2010,461505,95528.95,87.78119,87.73147,.5979624,.5952064
"F",72,2011,459931,94223.84,86.51417,86.46725,.7363012,.7286996
"F",72,2012,460480,93869.22,88.82481,88.74477,.4916373,.49342
"F",72,2013,457938,93270.05,88.39816,88.31759,.5514017,.5515901
"F",72,2014,440875,89411.43,88.37932,88.29341,.5242787,.5236126
"F",73,2001,401025,97377.4,85.41733,85.42528,.7741786,.7586253
"F",73,2002,413954,99017.21,86.21037,86.19608,.718082,.7058671
"F",73,2003,423118,97377.61,85.0729,85.07691,.7709134,.7525082
"F",73,2004,430667,96345.44,86.2941,86.27235,.7082266,.696768
"F",73,2005,436355,96428.58,86.06989,86.0453,.7225578,.7117834
"F",73,2006,441453,97760.97,84.9278,84.91682,.7872832,.7736617
"F",73,2007,445889,98336.81,87.71008,87.64938,.5887634,.5848911
"F",73,2008,451022,99642.67,85.93119,85.89371,.7607982,.7517971
"F",73,2009,461934,100164.4,88.1608,88.09679,.5458633,.543759
"F",73,2010,461583,97706.89,87.95881,87.89976,.5529145,.5512916
"F",73,2011,459898,96422.47,88.35103,88.2806,.5565826,.5549369
"F",73,2012,460527,96084.67,87.99037,87.91257,.5879309,.5878096
"F",73,2013,457928,95505.69,87.50587,87.42442,.614266,.6148421
"F",73,2014,440894,91564.09,87.92882,87.84561,.623944,.6228707
"F",74,2001,401003,99495.37,85.0823,85.09404,.8193117,.800927
"F",74,2002,414017,101190.1,85.45539,85.45049,.7655988,.7500116
"F",74,2003,423132,99493.1,84.35994,84.3679,.7592412,.743147
"F",74,2004,430715,98433.25,86.55408,86.52145,.6654947,.6589479
"F",74,2005,436303,98535.38,87.13258,87.08879,.6710449,.6639225
"F",74,2006,441512,99911.28,86.75028,86.71484,.7362179,.7253379
"F",74,2007,445891,100524.6,87.1413,87.0861,.6858998,.6774803
"F",74,2008,451068,101891.1,87.19604,87.13367,.6370678,.6337837
"F",74,2009,461840,102470.1,88.96558,88.89285,.4688693,.4709441
"F",74,2010,461586,99950.07,86.96632,86.92175,.7366631,.7295856
"F",74,2011,459939,98693.95,87.87076,87.79855,.6140075,.6122293
"F",74,2012,460578,98376.46,88.62777,88.54162,.5371009,.5393688
"F",74,2013,457931,97822.72,88.8297,88.73777,.525731,.5281217
"F",74,2014,440904,93787.05,87.64104,87.55355,.6528547,.6547238
"F",75,2001,400977,101693.5,86.40681,86.38925,.7287359,.7160727
"F",75,2002,414008,103442.3,84.64165,84.65055,.8470656,.8289652
"F",75,2003,423178,101693.4,86.4395,86.40649,.6731913,.663064
"F",75,2004,430590,100593.4,82.58766,82.62448,.8690896,.8467408
"F",75,2005,436360,100714.4,86.30532,86.26227,.6966692,.6874388
"F",75,2006,441458,102133.3,86.14966,86.10567,.7149621,.706265
"F",75,2007,445930,102779.3,87.90153,87.83472,.6213387,.6170206
"F",75,2008,451041,104213.1,87.47432,87.40285,.5920536,.5901284
"F",75,2009,461853,104860.2,87.67535,87.604,.5751383,.5744187
"F",75,2010,461608,102269.7,88.20164,88.13028,.5678654,.5693924
"F",75,2011,459937,101050.1,87.65652,87.57676,.6295643,.6279547
"F",75,2012,460523,100750.6,88.24326,88.15058,.596117,.5980019
"F",75,2013,457959,100222.9,88.18501,88.0934,.6316243,.6328638
"F",75,2014,440961,96079.91,89.29229,89.18781,.4520814,.4572493
"F",76,2001,401051,103979.2,85.61049,85.60278,.8109637,.7971373
"F",76,2002,414009,105798.1,86.55776,86.52036,.6923601,.6819484
"F",76,2003,423181,103979.2,85.55927,85.5338,.7997101,.7858241
"F",76,2004,430716,102826.5,86.10271,86.06712,.7829905,.7717197
"F",76,2005,436404,102973.9,86.53672,86.48635,.6917356,.6836216
"F",76,2006,441492,104429.5,87.54406,87.4818,.6504073,.6464178
"F",76,2007,445885,105114.9,86.33902,86.27316,.7407043,.7311559
"F",76,2008,451067,106612,88.21836,88.13746,.5598639,.5604845
"F",76,2009,461924,107333.4,87.8224,87.74305,.5991201,.5990503
"F",76,2010,461596,104674,88.0407,87.96535,.611955,.612681
"F",76,2011,459943,103495.4,86.653,86.57072,.6964695,.690961
"F",76,2012,460603,103217.7,88.05344,87.95393,.6189016,.6208062
"F",76,2013,457987,102723.5,88.72738,88.62281,.5459166,.5497773
"F",76,2014,441009,98459.11,88.11424,88.0051,.5834069,.5868956
"F",77,2001,401008,106368.2,84.42828,84.43011,.8134325,.7975824
"F",77,2002,413936,108259.2,86.22663,86.18883,.7268186,.7163702
"F",77,2003,423213,106368.1,86.30968,86.26514,.7349423,.7229494
"F",77,2004,430657,105153.7,86.85397,86.80263,.7347719,.7258396
"F",77,2005,436399,105324.2,86.90369,86.84546,.7104411,.7033434
"F",77,2006,441563,106814.7,87.0987,87.0332,.7222336,.7151095
"F",77,2007,445998,107543.2,87.48026,87.39959,.6543317,.6502687
"F",77,2008,451118,109110.7,87.07185,86.99174,.7082914,.7058634
"F",77,2009,461942,109899.6,87.84499,87.75826,.5828861,.582724
"F",77,2010,461660,107155,87.67429,87.59396,.6227185,.6227564
"F",77,2011,460006,106043.9,87.6959,87.59961,.6179418,.6204623
"F",77,2012,460560,105788.7,87.57602,87.4716,.6696662,.6709377
"F",77,2013,457964,105328.3,89.02847,88.91818,.5278915,.5342323
"F",77,2014,440887,100934.4,88.56343,88.4474,.5499606,.5538109
"F",78,2001,401080,108872.3,85.67291,85.64423,.7461365,.7337921
"F",78,2002,414066,110838.8,84.7985,84.77609,.8212476,.8057683
"F",78,2003,423098,108869.6,84.78748,84.75861,.8086376,.7942715
"F",78,2004,430688,107591.7,85.84146,85.79208,.7551838,.7425808
"F",78,2005,436388,107776.9,86.38647,86.32442,.7163026,.7084265
"F",78,2006,441500,109296.8,86.76342,86.69176,.7259071,.7200008
"F",78,2007,445978,110084.2,88.21439,88.12308,.60348,.6041645
"F",78,2008,451073,111733.7,88.31894,88.22781,.5925533,.593848
"F",78,2009,461926,112588.2,88.36401,88.27076,.5691105,.5707101
"F",78,2010,461621,109738.1,87.53581,87.45082,.6775619,.6781521
"F",78,2011,459984,108702.5,88.29375,88.18959,.5910984,.5950693
"F",78,2012,460578,108482.2,88.72727,88.61758,.571511,.5749913
"F",78,2013,457990,108050.2,89.04164,88.92303,.5135388,.5183551
